tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	tags	fen	tag	cluster	bpr_cluster	newcluster
39535	1668.0	45.11	50097.0	26.0	2.0	Attacking Castled King,Basic Checkmates,Decoy / Deflection,Mate in 2,Sacrifice,Vulnerable King	https://lichess.org/analysis/2kr3r/pp1q1ppp/2p2p2/3n1b2/1b1P4/1B2B2P/PPPNQPP1/2KRR3_w_-_-	Attacking Castled King	5	9	19
29219	1308.0	45.32	39711.0	32.0	2.0	Discovered Attack,Fork / Double Attack,Hanging Piece,X-Ray Attack	https://lichess.org/analysis/r1bR2B1/p1p3pk/6np/2p1P3/8/2N4P/PPP3P1/5nK1_b_-_-	X-Ray Attack	4	1	14
46171	1581.0	44.99	57861.0	63.0	1.0	Attacking Castled King,Mate in 3+,Mating Net	https://lichess.org/analysis/r3r1k1/1bq3b1/p2n2pp/2p2p2/P2p1P2/2N5/1PPQNBPP/R4RK1_w_-_-	Attacking Castled King	5	9	10
28919	1516.0	45.2	59702.0	38.0	1.0	Attacking Castled King,Mate in 3+,Mating Net,Sacrifice,Vulnerable King,X-Ray Attack,Clearance Sacrifice	https://lichess.org/analysis/r6k/p1p2Q1p/2p1b1rq/4p3/B3P3/4P3/PPP3P1/4RRK1_w_-_-	X-Ray Attack	2	8	11
55328	1857.0	44.89	38257.0	47.0	3.0	Attacking Castled King,Endgame Tactics,Mate in 3+,Mating Net	https://lichess.org/analysis/2r2r2/5pkR/1p2n1p1/p1p5/7Q/2P5/PP3PPP/6K1_b_-_-	Attacking Castled King	4	1	20
77130	432.0	91.25	10204.0	24.0	1.0	Mate in 1	https://lichess.org/analysis/r1b1k2r/ppp2ppp/2n2q2/1N1pp3/1b2n3/1P4PB/P1PP1P1P/R1BQK1NR_w_KQkq_-	Mate in 1	9	5	2
35374	1219.0	45.8	45954.0	112.0	2.0	Overloading	https://lichess.org/analysis/4k3/pq1r1p2/1p2pB2/5p1Q/1PP5/3P4/P6P/6K1_b_-_-	Overloading	12	15	13
129268	894.0	43.78	57368.0	20.0	1.0	Mate in 1	https://lichess.org/analysis/8/5k2/Q2pp1p1/2p4p/1pP1q2P/1P4PK/8/8_w_-_-	Mate in 1	14	6	6
161686	1039.0	44.73	54912.0	62.0	2.0	Exchange Sacrifice	https://lichess.org/analysis/2k1r3/ppp5/2nr1B2/8/2P2p2/P5Pb/Q2NqP1P/2KR3R_w_-_-	Exchange Sacrifice	13	6	6
85512	634.0	41.83	32116.0	27.0	1.0	Discovered Attack	https://lichess.org/analysis/3k3r/p2b2r1/4pp2/1p6/1P1P4/5B1p/4RPPp/R5K1_w_-_-	Discovered Attack	16	13	2
162034	1443.0	45.29	56417.0	31.0	2.0	Decoy / Deflection,Exchange Sacrifice,Mate in 3+,Mating Net,Remove the Defender,Vulnerable King	https://lichess.org/analysis/4r1k1/ppp2p1p/2r3p1/5p2/3q4/1PBn4/P1K2P1P/R2Q1R2_w_-_-	Exchange Sacrifice	5	9	12
151086	1371.0	45.37	65045.0	51.0	2.0	Attacking Castled King,Mating Net,Pin,En passant	https://lichess.org/analysis/r5k1/4rpp1/b1n1p2p/p2pP2Q/6R1/3BqN2/2P3PP/4R2K_b_-_-	En passant	2	8	11
55310	2141.0	44.84	23824.0	72.0	4.0	Defense,Endgame Tactics,Fork / Double Attack,Overloading	https://lichess.org/analysis/8/2b5/8/8/Kp2N3/8/2k5/8_b_-_-	Overloading	4	1	20
65589	416.0	40.0	5331.0	30.0	2.0	Mate in 2	https://lichess.org/analysis/rr4k1/5ppp/4p3/2p1b3/P1N3P1/3p2qP/P4Q2/K4R1R_w_-_-	Mate in 2	9	5	2
55044	1570.0	45.02	49234.0	33.0	1.0	Defense,Mate in 3+,Mating Net,Pin	https://lichess.org/analysis/4r2k/1p6/p2p1p1P/5qpP/P7/1Q3P2/1P1rN1R1/R4K2_w_-_-	Defense	5	9	10
43290	400.0	40.35	5085.0	29.0	1.0	Mate in 1	https://lichess.org/analysis/3b2k1/p2Q1pp1/7p/q1p1p3/4B2P/1PP3P1/P7/7K_b_-_-	Mate in 1	9	4	2
54372	400.0	40.32	4875.0	32.0	2.0	Basic Checkmates,Mate in 2,Queen Sacrifice	https://lichess.org/analysis/1q1r3k/p2n2pp/4bP2/2r5/8/P1B1PBP1/1P1Q3P/3R1RK1_b_-_-	Queen Sacrifice	8	5	2
181640	631.0	42.36	30478.0	55.0	2.0	Mate in 2	https://lichess.org/analysis/r1bq1b1r/ppp3pp/4k3/3Bp3/3n4/P1N2Q2/1P1P1PPP/R1BK3R_b_-_-	Mate in 2	8	20	2
40355	1992.0	44.92	28933.0	62.0	5.0	Basic Checkmates,Discovered Attack,Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/rnbqr3/pp1pkp2/2p2Q2/4P3/8/3B4/P4PPP/R4RK1_b_-_-	Basic Checkmates	4	1	20
28581	1175.0	46.07	63971.0	40.0	2.0	Decoy / Deflection,Mate in 3+,Mating Net,Overloading,Pawn Promotion,Queen Sacrifice,Remove the Defender	https://lichess.org/analysis/r2qk2r/pppP1ppp/8/nB1n2b1/8/8/PPP1QPPP/RNB1K2R_b_KQkq_-	Overloading	2	7	12
138633	1146.0	45.34	56554.0	46.0	1.0	Defense,Discovered Attack,Trapped Piece	https://lichess.org/analysis/1r3rk1/2p2pp1/1pB4q/pP1pPb2/Q2P2np/P7/3N1PPP/R1B1R1K1_b_-_-	Trapped Piece	14	6	15
35874	1194.0	46.3	65330.0	92.0	3.0	Mate in 3+,Mating Net	https://lichess.org/analysis/r2qk2r/pppbb1pp/2n2R2/4p1N1/2P5/2NBB2P/PP4P1/R2Q2K1_b_kq_-	Mating Net	2	6	15
77735	671.0	41.91	33196.0	34.0	2.0	Mate in 2	https://lichess.org/analysis/r1bqk2r/pp3pQp/2pp4/1BnN4/8/3P4/PPP2PPP/R3K2R_b_KQkq_-	Mate in 2	17	20	2
84644	865.0	42.94	52485.0	66.0	2.0	Fork / Double Attack,Pin	https://lichess.org/analysis/r1b3r1/ppq2p1k/1bp2p1p/7Q/2N1P3/2PP4/P2N1PPP/R4RK1_w_-_-	Pin	15	17	8
83734	400.0	40.62	5231.0	33.0	2.0	Mate in 2	https://lichess.org/analysis/1b2r1k1/4r2p/2p1P1pB/p1Pp1pQ1/5R2/PPq5/6P1/4R2K_w_-_-	Mate in 2	8	5	2
134006	673.0	42.56	39887.0	25.0	1.0	Hanging Piece,Mating Net,Remove the Defender	https://lichess.org/analysis/4r2k/pp6/2p2Pp1/7q/3P1b2/1Q6/PP2r1RP/6RK_w_-_-	Remove the Defender	16	19	2
92595	1279.0	45.28	62080.0	23.0	1.0	Discovered Attack,Mate in 1,Pin,Smothered Mate	https://lichess.org/analysis/r2qkb1r/pb1np2p/1p1p1np1/6N1/3PNP2/3B4/PP2Q1PP/R1B1K2R_b_KQkq_-	Smothered Mate	5	8	12
176127	434.0	41.24	27970.0	43.0	2.0	Discovered Attack	https://lichess.org/analysis/6k1/2p2p1p/3p4/1R1nrK1N/p7/8/P5PP/8_w_-_-	Discovered Attack	18	12	2
101124	404.0	40.33	4320.0	16.0	1.0	Mate in 1	https://lichess.org/analysis/3b1k2/2p4p/1p3p2/3P4/1P1pP3/3R4/r6r/3B1R1K_w_-_-	Mate in 1	9	5	2
111451	1289.0	45.15	61568.0	51.0	3.0	Decoy / Deflection,Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/1rr3k1/1b3ppp/p4b2/2Q1nn1P/2p2N2/2Pp1P2/P2N2P1/R1BK1B2_w_-_-	Decoy / Deflection	5	8	11
171606	413.0	40.46	21418.0	26.0	1.0	Mate in 1	https://lichess.org/analysis/2kr1b2/p2pn3/bppQ2p1/8/5Bq1/3P4/PPP2PPP/RN2R1K1_b_-_-	Mate in 1	8	12	2
30544	1383.0	45.21	60224.0	35.0	3.0	Decoy / Deflection,Fork / Double Attack,Hanging Piece,Overloading,Queen Sacrifice	https://lichess.org/analysis/r4r2/2p2pkp/4pnp1/p1q5/7Q/2P5/PP1NRPPP/4R1K1_b_-_-	Overloading	5	8	10
30368	640.0	43.11	39569.0	24.0	1.0	Mate in 1	https://lichess.org/analysis/5k2/p5pp/8/2p5/P1Bn1pb1/2BP2P1/R3KP2/7r_w_-_-	Mate in 1	15	20	3
114589	685.0	43.58	54006.0	36.0	2.0	Overloading,Remove the Defender	https://lichess.org/analysis/8/3b4/1p1rp1k1/1P2Rp1p/3p1P1P/3B2P1/5K2/8_b_-_-	Overloading	14	6	3
175851	569.0	41.86	37463.0	41.0	2.0	Mate in 2	https://lichess.org/analysis/rnb4r/1pB2pk1/1b1p4/1P2p3/p1B1P2P/2PP2n1/P2N1PP1/R4RK1_w_-_-	Mate in 2	14	6	2
33810	2630.0	42.79	5257.0	52.0	2.0	Attacking f7/f2,Attacking Castled King,Mate in 3+,Vulnerable King	https://lichess.org/analysis/rn2rk2/pp4bp/3P3B/2p2Q2/8/2N5/Pq4PP/R6K_b_-_-	Attacking f7/f2	4	1	18
27340	932.0	43.76	56176.0	58.0	2.0	Hanging Piece,Simplification	https://lichess.org/analysis/1r3r1k/1p2n2p/3p1q2/4p1p1/7N/2PQ1BPb/P1P1RP1P/R5K1_w_-_g6	Simplification	14	7	7
187806	422.0	40.15	9876.0	25.0	1.0	Mate in 1	https://lichess.org/analysis/r1b1kb1r/1pp1p3/pqn2p2/1N1Q4/3P4/2PBP3/PP4PP/R1B1K2R_b_KQ_-	Mate in 1	8	12	2
161084	1861.0	44.98	36101.0	86.0	2.0	Exchange Sacrifice,Pin,Simplification	https://lichess.org/analysis/6k1/pb6/1p2pb1p/2p1N1p1/2P2P2/1P3B1r/P7/5R1K_w_-_-	Exchange Sacrifice	4	1	20
54402	1654.0	45.05	36219.0	45.0	3.0	Back Rank,Basic Checkmates,Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/rnb2k1r/pp4pp/2p4n/3p1P1Q/2P5/1PN4P/P2PB1q1/R1BK1R2_b_-_-	Back Rank	4	1	19
27669	400.0	40.19	5831.0	17.0	1.0	Hanging Piece	https://lichess.org/analysis/rnbqkb1r/pppppppp/8/4P3/2PP1n2/8/PP3PPP/RNBQKBNR_b_KQkq_d3	Hanging Piece	9	4	2
182025	901.0	45.0	59020.0	22.0	1.0	Mate in 1	https://lichess.org/analysis/3r2k1/ppr1qppp/8/8/Nb1n2B1/1P3Q1P/PB3PP1/2R2K2_w_-_-	Mate in 1	14	6	6
181428	1060.0	45.92	63430.0	36.0	2.0	Pin	https://lichess.org/analysis/4r3/4q3/1p3p1k/5Ppp/2r5/2N2Q1P/4N1P1/1R3K2_w_-_-	Pin	14	6	14
131381	400.0	40.15	10931.0	66.0	2.0	Mate in 2	https://lichess.org/analysis/r1bq1rk1/1p2b3/2p1p2p/p1P1N1pQ/3PB3/P7/1P3PPP/R3K2R_b_KQ_-	Mate in 2	9	12	2
70528	442.0	44.03	32842.0	50.0	2.0	Mate in 2	https://lichess.org/analysis/r3r3/1p5R/p7/2bk2n1/3p2bB/8/PPP3PP/2K1R3_w_-_-	Mate in 2	8	12	2
41496	1171.0	45.31	64697.0	43.0	1.0	Hanging Piece	https://lichess.org/analysis/4rr1k/1p4pp/6q1/p1nBp3/2P4P/1P2Q1Pb/PB1R3K/4R3_b_-_-	Hanging Piece	2	8	12
46267	887.0	44.48	53319.0	71.0	3.0	Discovered Attack,Queen Sacrifice,Zwischenzug	https://lichess.org/analysis/r1bq1r1k/5p1p/p2p1PpQ/1p1nn1B1/4N3/3B4/P1P3PP/R4RK1_b_-_-	Queen Sacrifice	14	17	7
128663	958.0	44.37	59671.0	36.0	2.0	Decoy / Deflection,Remove the Defender,Vulnerable King	https://lichess.org/analysis/2r4k/1br1qp1p/p3p3/1p1p2Q1/4N3/P3P3/1P1B2PP/R4RK1_b_-_-	Remove the Defender	14	17	6
180745	612.0	49.55	28727.0	103.0	2.0	Decoy / Deflection,Mate in 2,Remove the Defender,Sacrifice	https://lichess.org/analysis/1kr5/pp2pp1p/6p1/4P3/3b1P1q/3B3P/6P1/2Q2K1R_w_-_-	Sacrifice	17	12	2
26885	630.0	40.45	28140.0	28.0	2.0	Mate in 2	https://lichess.org/analysis/2k3r1/pp6/8/3p4/PP1P2qp/2P1B3/2Q4P/5N1K_w_-_-	Mate in 2	17	10	2
95271	593.0	43.7	19976.0	69.0	1.0	Mate in 1,Smothered Mate	https://lichess.org/analysis/rn1qkb1r/p2pnppp/b7/1Np5/P1P1p3/2N1P3/3P1PPP/R1BQKB1R_b_KQkq_-	Smothered Mate	9	5	2
82751	965.0	44.99	52489.0	41.0	1.0	Defense,Hanging Piece	https://lichess.org/analysis/r4k2/2q1np2/2p4p/1p1B1N2/8/2P5/P4PrP/R2QRK2_b_-_-	Defense	14	6	6
57355	408.0	40.0	4512.0	111.0	1.0	Mate in 1	https://lichess.org/analysis/r1bqkb1r/ppp4p/2np1p1p/4p2Q/2B1P3/2PP4/PP3PPP/RN2K1NR_b_KQkq_-	Mate in 1	9	4	2
110952	400.0	40.15	7976.0	44.0	2.0	Mate in 2	https://lichess.org/analysis/rnbqk2r/ppp3bp/3ppB2/4Np2/3P4/3B4/PPP2PPP/RN1QK2R_b_KQkq_-	Mate in 2	8	5	2
287103	1205.0	45.7	56190.0	38.0	3.0	Mate in 3+,Mating Net	https://lichess.org/analysis/8/1pk4p/p7/2bP1pp1/2P5/1P3BKP/P3R1P1/5r2_w_-_-	Mating Net	15	4	13
102458	400.0	40.15	4235.0	34.0	1.0	Mate in 1	https://lichess.org/analysis/rq2r1k1/6R1/2p2Bp1/1p1p1b2/p1nP3Q/P1P2P2/1P4P1/2K5_b_-_-	Mate in 1	9	5	2
89937	411.0	40.17	3816.0	15.0	1.0	Mate in 1	https://lichess.org/analysis/3k2r1/2p3R1/pnnr1p1p/1p1p4/5P2/1P2Q2B/P1P2P1P/2K1R3_b_-_-	Mate in 1	9	4	2
41866	951.0	44.11	55584.0	55.0	2.0	Skewer	https://lichess.org/analysis/5rk1/1pq1bpp1/p3bn1p/P2Pp3/2r5/1NN1BP2/1PPQ2PP/R2R2K1_b_-_-	Skewer	15	7	9
87409	400.0	40.15	6061.0	37.0	1.0	Mate in 1	https://lichess.org/analysis/r1bq1rk1/ppp2ppp/2np1b2/4P3/3p2n1/2PQ1N2/PPB2PPP/RNB1R1K1_b_-_-	Mate in 1	8	5	2
170048	423.0	40.15	15250.0	35.0	2.0	Pin	https://lichess.org/analysis/6k1/1p6/p2B4/2pP3p/2P4q/1P5R/6PK/8_b_-_-	Pin	20	11	2
70481	400.0	40.61	18902.0	24.0	1.0	Mate in 1	https://lichess.org/analysis/3Q1bk1/p6p/1p4p1/2p5/5PP1/P1PRq2P/1P4K1/6r1_w_-_-	Mate in 1	8	13	2
102795	400.0	40.0	4542.0	13.0	1.0	Mate in 1	https://lichess.org/analysis/5R2/8/8/5p2/5p2/2kp1P2/2p5/2K5_w_-_-	Mate in 1	9	5	2
194865	1478.0	45.11	58036.0	30.0	1.0	Pin	https://lichess.org/analysis/rn2kb1r/p1n3pp/3p4/1P2p3/4N3/8/PP1B1PPP/R1R3K1_b_kq_-	Pin	5	9	11
147982	1714.0	45.0	48161.0	105.0	3.0	Decoy / Deflection,Discovered Attack,Mating Net,Sacrifice,Vulnerable King,Windmill	https://lichess.org/analysis/N4b1r/4kppp/1Q6/p3p3/PnP1P3/R5PK/7P/3b1qNR_w_-_-	Windmill	5	9	19
41708	1385.0	45.33	62184.0	69.0	3.0	Decoy / Deflection,Pin,Skewer	https://lichess.org/analysis/2r2r2/pk2q3/1n6/1Q3p2/4pP2/N7/PP1B2PP/4R1K1_b_-_-	Skewer	5	7	11
43209	2306.0	44.37	14654.0	56.0	5.0	Decoy / Deflection,Endgame Tactics,Pawn Promotion,Zwischenzug	https://lichess.org/analysis/1K6/3p4/2r2R2/2p3P1/8/8/8/7k_b_-_-	Zwischenzug	4	1	18
193074	815.0	44.59	34466.0	100.0	3.0	Mate in 3+	https://lichess.org/analysis/5rk1/p1p4p/4p1p1/6B1/7P/Q1b5/P1P1n1P1/1q1K1R1R_w_-_-	Mate in 3+	17	20	3
138614	2395.0	44.41	8464.0	83.0	2.0	Discovered Attack,Mating Net,Remove the Defender	https://lichess.org/analysis/rn2kb1r/pp2pppp/1n6/3N3q/4P3/1Q3b2/PP1B1PPP/2R1KB1R_b_Kkq_-	Discovered Attack	4	4	18
164776	1246.0	45.62	61380.0	53.0	3.0	Decoy / Deflection,Zwischenzug	https://lichess.org/analysis/3qkb1r/3b1p1p/Q4p2/2p1p3/2P5/P3BN1P/5PP1/1r1RK2R_b_Kk_-	Zwischenzug	13	6	14
86683	879.0	43.99	46795.0	33.0	1.0	Mating Net,Vulnerable King	https://lichess.org/analysis/5r2/4Rp1k/R2p3p/p1p5/2P4P/2P2rPK/P4q2/3Q4_w_-_-	Vulnerable King	14	17	5
152597	1014.0	45.07	59685.0	49.0	2.0	Hanging Piece,Simplification,Zwischenzug	https://lichess.org/analysis/rnb4r/pp3k1p/5n2/2NpQ3/8/2PB4/P1q2PPP/R3K2R_b_KQ_-	Simplification	14	6	15
151917	842.0	43.8	55425.0	42.0	2.0	Mate in 2,Sacrifice	https://lichess.org/analysis/r1r3k1/1p2qp2/2n2npp/1B2pb2/3p4/PN3Q1N/1B3PPP/1K1R3R_w_-_-	Sacrifice	14	17	8
129849	1224.0	46.31	63245.0	51.0	3.0	Decoy / Deflection,Fork / Double Attack,Overloading,Remove the Defender	https://lichess.org/analysis/4r1k1/2p2pb1/p2p1ppp/3P4/3N4/2N4q/PPPQ1P2/1R4K1_w_-_-	Overloading	2	8	13
194226	412.0	156.51	11391.0	40.0	1.0	Mate in 1	https://lichess.org/analysis/r4rk1/ppp2ppp/8/1NpP4/4PPn1/8/PPP1B1Kq/R2Q1R2_w_-_-	Mate in 1	9	5	2
45240	3017.0	40.29	2903.0	67.0	6.0	Mate in 3+	https://lichess.org/analysis/8/8/8/pp5R/k6p/2K3p1/1P6/8_b_-_-	Mate in 3+	4	4	18
171403	654.0	48.1	33061.0	49.0	2.0	Discovered Attack,Fork / Double Attack	https://lichess.org/analysis/r4rk1/p2bb1pp/2p1p3/qp1nPp2/3P4/P1PB1Q2/3BNPPP/R2R2K1_b_-_-	Discovered Attack	17	20	3
78604	660.0	42.14	33691.0	24.0	1.0	Mate in 1,Smothered Mate	https://lichess.org/analysis/r2q2rk/pppbN1pp/3b1p2/4p2Q/1nB1P2N/4B3/PPP2PPP/R3K2R_b_KQ_-	Smothered Mate	16	20	1
160052	768.0	43.74	43293.0	36.0	1.0	Mate in 1	https://lichess.org/analysis/r6b/ppp1n2p/3pbnp1/4p3/2P1k1P1/PPR1P2P/3P1P2/2B2RK1_b_-_-	Mate in 1	17	17	5
155345	400.0	110.359	4090.0	15.0	2.0	Mate in 2	https://lichess.org/analysis/3r1rk1/pp3ppp/2p5/2b1PP2/2p5/5q2/PP4PP/R1B2R1K_w_-_-	Mate in 2	9	4	2
28703	2617.0	43.58	5750.0	38.0	1.0	Decoy / Deflection,Defense,Interference,Sacrifice	https://lichess.org/analysis/R2Q4/pp3rk1/4r2p/2p4q/8/4p1B1/PPP2PPK/8_w_-_-	Interference	4	4	18
31182	811.0	42.74	48041.0	35.0	2.0	Mate in 2,Queen Sacrifice,Smothered Mate	https://lichess.org/analysis/r4rk1/1bpp1ppp/p7/1pb5/P3P1n1/1B3N2/1P3qPP/RNBQR1K1_w_-_-	Smothered Mate	16	19	5
72713	400.0	40.0	10790.0	37.0	2.0	Fork / Double Attack	https://lichess.org/analysis/r2qkb1r/pp2p1p1/8/2p2b1p/3nn3/3PQ2P/PP3PP1/RNB1KBNR_w_KQkq_-	Fork / Double Attack	8	12	2
166929	630.0	41.94	32362.0	39.0	2.0	Mate in 3+	https://lichess.org/analysis/4r1k1/4q1p1/4PpQp/ppp2P2/6P1/1P6/P1Pr3P/4RR1K_w_-_-	Mate in 3+	16	17	2
54102	411.0	40.43	9242.0	36.0	1.0	Mate in 1	https://lichess.org/analysis/rnb1k2r/3p3p/2p5/pp3PN1/3Pp1n1/PP4q1/1N6/R1BQ1BKR_w_kq_-	Mate in 1	9	11	2
91095	697.0	41.75	38975.0	42.0	2.0	Mate in 3+	https://lichess.org/analysis/7r/1p1k1p2/p1p1p3/P2p2pr/1P1Pq3/2P1N1P1/5K1P/2RQR3_w_-_-	Mate in 3+	16	19	2
97232	1666.0	44.95	53476.0	34.0	1.0	Overloading,Pin	https://lichess.org/analysis/2r3k1/3N3p/2P1ppp1/2b5/p4P2/P7/1P4PP/1K1R4_b_-_-	Overloading	5	9	19
44708	423.0	40.44	11506.0	44.0	1.0	Hanging Piece	https://lichess.org/analysis/r1bq1rk1/pp2ppbp/2p3p1/3n4/1n1PP3/2NB1N1P/PP3PP1/R1BQ1RK1_b_-_-	Hanging Piece	8	12	2
33732	1961.0	44.91	29754.0	67.0	6.0	Back Rank,Decoy / Deflection,Mate in 3+,Mating Net,Sacrifice,Vulnerable King	https://lichess.org/analysis/5rk1/5p1p/8/1b1PN3/1p3Q2/1n2R3/6PK/2q5_b_-_-	Sacrifice	4	1	20
64667	758.0	42.41	46350.0	45.0	2.0	Hanging Piece	https://lichess.org/analysis/r1bqkb1r/ppp2ppp/2n2n2/3pP3/N7/5N2/PPP1PPPP/R1BQKB1R_b_KQkq_-	Hanging Piece	16	19	5
191622	414.0	40.31	12437.0	31.0	2.0	Mate in 2	https://lichess.org/analysis/6rk/pR5p/2pp4/8/2b1P3/P6r/1P2N1Pb/1B2R1K1_w_-_-	Mate in 2	8	11	2
27607	1258.0	45.63	63965.0	51.0	2.0	Trapped Piece	https://lichess.org/analysis/rqb2rk1/pp1n1ppp/5n2/1Np3B1/1bB1P3/5NP1/PPQ2P1P/R4RK1_b_-_-	Trapped Piece	2	7	13
80162	441.0	40.19	7544.0	82.0	2.0	Mate in 2	https://lichess.org/analysis/1n3k1r/1np2ppp/3p4/1N1P2qP/4P1b1/2P2PPB/r7/1R1QK2R_w_K_-	Mate in 2	8	5	2
129502	1251.0	45.35	64077.0	47.0	3.0	Basic Checkmates,Mate in 3+,Sacrifice,Vulnerable King,Clearance Sacrifice	https://lichess.org/analysis/2rq1r2/6kp/p2p2p1/1p1bpN1Q/8/2P3R1/PP4PP/5RK1_b_-_-	Clearance Sacrifice	2	6	13
102278	1586.0	45.01	57058.0	50.0	3.0	Endgame Tactics,Pawn Promotion,Remove the Defender,Zugzwang	https://lichess.org/analysis/8/8/4p3/p1K5/p3P1k1/P7/8/8_w_-_-	Zugzwang	5	9	10
195622	410.0	40.0	4253.0	20.0	1.0	Mate in 1	https://lichess.org/analysis/8/pp4pk/1b3p1p/8/2B4P/BPP2bP1/P1R2P1K/3r4_w_-_-	Mate in 1	9	4	2
39502	1435.0	45.31	65386.0	87.0	5.0	Attacking Castled King,Basic Checkmates,Discovered Attack,Mate in 3+,Mating Net	https://lichess.org/analysis/r1b1r1k1/ppq2p1B/3b1p1Q/2n4p/8/8/PPP2PPP/R1B2RK1_b_-_-	Attacking Castled King	2	8	11
40315	3078.0	41.53	1802.0	56.0	6.0	Skewer	https://lichess.org/analysis/q7/p3kn2/B2p4/8/7Q/8/3K4/8_b_-_-	Skewer	4	4	18
38806	1029.0	45.1	66083.0	44.0	3.0	Decoy / Deflection,Hanging Piece,Remove the Defender	https://lichess.org/analysis/2kr4/pp6/2p1p3/4Pr2/2P3b1/5NP1/PP4K1/4R2R_w_-_-	Remove the Defender	2	7	6
97276	407.0	72.77	10469.0	65.0	1.0	Mate in 1	https://lichess.org/analysis/4r3/ppp1r1p1/n1k4p/2P3q1/P3p1B1/4R2P/4Q1P1/3R2K1_b_-_-	Mate in 1	8	11	2
95788	962.0	45.39	54728.0	45.0	1.0	Defense,Hanging Piece	https://lichess.org/analysis/r2qkbnr/2pb1pp1/p6p/3Qp3/3P1B2/5N2/PPP1PPPP/RN2KB1R_b_KQkq_-	Defense	3	15	6
56265	2196.0	45.01	18422.0	77.0	5.0	Defense,Endgame Tactics,Pawn Promotion	https://lichess.org/analysis/8/k6K/N1P5/p7/8/8/8/8_b_-_-_0_1	Pawn Promotion	4	1	18
134848	2453.0	43.38	8203.0	92.0	2.0	Defense,Desperado,Simplification,Skewer,Trapped Piece,Zwischenzug	https://lichess.org/analysis/rn1qkbnr/p1pbpppp/1p1P4/8/8/1Q6/PP1PPPBP/RNB1K1NR_b_KQkq_-	Desperado	4	1	18
36422	433.0	40.43	19223.0	29.0	1.0	Hanging Piece	https://lichess.org/analysis/r2qr1k1/ppp2p2/3p1P1p/3B1b2/1n5Q/7P/PPP5/2KRR3_b_-_-	Hanging Piece	15	19	2
33425	428.0	42.07	18435.0	24.0	1.0	Vulnerable King	https://lichess.org/analysis/5k2/1q1b3p/3p4/1P5n/1Bp2p2/5N2/5PPP/R3R1K1_b_-_-	Vulnerable King	18	19	2
47778	1124.0	45.93	64050.0	124.0	4.0	Mating Net	https://lichess.org/analysis/rn4r1/p3k2p/b1ppqppB/1p2p3/4P1BN/P1P5/1PPQ1PPP/3R1RK1_b_-_-	Mating Net	14	17	14
32257	1749.0	45.11	40367.0	68.0	3.0	Fork / Double Attack,Pin	https://lichess.org/analysis/3q2k1/1r2ppbp/1PR5/3P1p2/8/1Q1N4/4PP2/6K1_b_-_-	Pin	4	9	19
35261	1249.0	45.77	65207.0	39.0	3.0	Pin,Zwischenzug	https://lichess.org/analysis/2r3k1/p4p2/1qp1p1p1/4P3/2Pn1P1p/P2Q3P/6P1/3R2K1_w_-_-	Zwischenzug	2	7	14
402543	952.0	44.75	54048.0	43.0	2.0	Defense,Discovered Attack,Fork / Double Attack,Zwischenzug	https://lichess.org/analysis/r5k1/1pp3pp/p4p2/n1b1p3/4QB1q/P1NP1P1b/1PP3P1/R3R2K_w_-_-_0_1	Zwischenzug	5	4	15
37201	1817.0	45.02	42209.0	53.0	2.0	Decoy / Deflection,Fork / Double Attack,Skewer	https://lichess.org/analysis/r1b1k2r/1pq2pp1/p3pn2/2p1P1N1/8/1B2P3/PPP1Q2P/2KR3R_b_kq_-	Skewer	4	9	19
288079	1471.0	45.24	52369.0	66.0	4.0	Attacking Castled King,Basic Checkmates,Mate in 3+,Vulnerable King	https://lichess.org/analysis/5rk1/2R2ppp/1q2b3/p3B3/1n1p4/6P1/1P1QPPBP/6K1_b_-_-	Attacking Castled King	15	4	11
54523	409.0	40.21	4316.0	50.0	3.0	Mate in 3+	https://lichess.org/analysis/1kr5/ppp1qpQ1/5n2/3r3p/3Pp3/n3P3/2PBN1PP/1NKR1R2_w_-_-	Mate in 3+	9	4	2
27962	2185.0	44.57	33562.0	96.0	2.0	Vulnerable King	https://lichess.org/analysis/4r3/pppk3p/3b2p1/1Q2n2q/3p4/5N1P/PPPB1PP1/R5K1_b_-_-	Vulnerable King	2	7	18
136675	927.0	43.97	50845.0	39.0	2.0	Pawn Promotion	https://lichess.org/analysis/8/4p2r/RP1pk1p1/5p2/P2B4/4P1Pp/2r2P1P/5K2_b_-_-	Pawn Promotion	18	17	6
26942	400.0	40.38	11637.0	23.0	2.0	Fork / Double Attack	https://lichess.org/analysis/r1b1k2r/p1p1npp1/1p1q1n2/1N1p3p/1b1P4/1B3N2/PPP1QPPP/R3R1K1_b_kq_-	Fork / Double Attack	8	12	2
69135	400.0	40.63	7831.0	29.0	1.0	Mate in 1	https://lichess.org/analysis/2r5/bp3pp1/p5k1/4Q2p/1P2PK2/6P1/8/R2N1r2_w_-_-	Mate in 1	8	5	2
50539	825.0	43.53	45474.0	28.0	1.0	Mate in 1	https://lichess.org/analysis/r4r1k/1b2pP1p/p2qN1p1/1p6/8/1n5P/PPP1QPP1/3RR1K1_b_-_-	Mate in 1	14	19	5
