tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	tags	fen	tag	cluster	bpr_cluster	newcluster
87708	400.0	40.15	6707.0	29.0	2.0	Mate in 2	https://lichess.org/analysis/rnb1kb1r/pp1p1ppp/2p5/7Q/2B1p1nN/2N3Pq/PPPP1P1P/R1B2RK1_w_kq_-	Mate in 2	8	5	2
124432	400.0	40.0	4882.0	27.0	1.0	Mate in 1	https://lichess.org/analysis/rn1qkb1r/pp3pp1/2pp1n1p/4p3/2B1P1P1/2NP1Q1P/PPP2P2/R1B1K2R_b_KQkq_g3	Mate in 1	8	5	2
195333	400.0	40.0	4545.0	20.0	1.0	Mate in 1	https://lichess.org/analysis/6k1/5pp1/p5qp/1p2Q3/4PP1n/P6P/1B3P1K/8_w_-_-	Mate in 1	8	4	2
156677	400.0	40.0	4537.0	27.0	1.0	Mate in 1	https://lichess.org/analysis/1r3rk1/2pq1pp1/p2b4/np1Pp1NQ/4P3/2P4P/P4PP1/1RB1R1K1_b_-_-	Mate in 1	8	5	2
180117	400.0	40.25	4860.0	32.0	2.0	Mate in 2	https://lichess.org/analysis/6k1/p2q3p/4R1pB/5p2/P1pp4/n2P1Q1P/6P1/6K1_b_-_-	Mate in 2	8	5	2
247145	1596.0	44.98	55420.0	88.0	2.0	Perpetual Check	https://lichess.org/analysis/3R4/kp5p/p7/1bp5/8/P3Q1P1/1Pq1pP1P/4K1R1_w_-_c6_0_5	Perpetual Check	13	9	10
29504	583.0	40.97	31923.0	54.0	2.0	Discovered Attack	https://lichess.org/analysis/r1bq1rk1/pp4p1/2n2n1p/1B1p4/2P1p2Q/7N/PP1N1PPb/R1B2RK1_w_-_-	Discovered Attack	16	13	2
195369	1169.0	46.08	64460.0	20.0	1.0	Mate in 1	https://lichess.org/analysis/8/1bp5/6kp/4p1B1/1R1b2PK/3P1q2/2P3N1/7Q_w_-_-	Mate in 1	2	7	14
173822	935.0	43.06	50259.0	23.0	1.0	Mate in 1	https://lichess.org/analysis/4q1kR/r3p3/3pP1r1/2p3P1/1p2PN2/1P6/1K6/7R_b_-_-	Mate in 1	14	17	5
780	435.0	40.73	15241.0	16.0	1.0	Mate in 1	https://lichess.org/analysis/4qbr1/4n3/2p1NQpk/1p1p3R/1pPPP3/1P5P/P4P2/7K_b_-_-_0_1	Mate in 1	8	12	2
171240	823.0	42.63	49848.0	21.0	1.0	Mate in 1,Pin	https://lichess.org/analysis/3r3k/7p/p4pp1/1p2P3/8/P7/1PQ3qP/R1BK4_w_-_-	Pin	14	19	7
129321	747.0	44.75	43541.0	31.0	2.0	Attacking f7/f2,Fork / Double Attack	https://lichess.org/analysis/r1bqkb1r/1ppp1ppp/p4n2/4N3/2BnP3/2N5/PPPP1PPP/R1BQK2R_b_KQkq_-	Attacking f7/f2	4	9	1
142790	424.0	40.15	9735.0	24.0	1.0	Back Rank,Mate in 1	https://lichess.org/analysis/3r2k1/6pp/4p3/pQp5/8/P1PPqPPP/1P3RK1/8_b_-_-	Back Rank	8	11	2
82244	407.0	40.0	4848.0	28.0	2.0	Mate in 2	https://lichess.org/analysis/5r2/p5k1/1p1p2pp/2pPp3/4P1PP/5r2/PPP2bKR/4Q3_w_-_-	Mate in 2	8	5	2
78292	1177.0	46.04	59057.0	65.0	3.0	Exchange Sacrifice,Fork / Double Attack,Skewer,Clearance Sacrifice	https://lichess.org/analysis/4k2r/rpq2pp1/3Rb3/2p4p/P4Q2/6PP/4PPBK/R7_b_k_-	Exchange Sacrifice	5	6	13
148844	414.0	40.0	4502.0	43.0	1.0	Mate in 1	https://lichess.org/analysis/6k1/p4ppp/2p1p1b1/2qp4/6P1/2P2P1P/P2QPK2/7B_w_-_-	Mate in 1	8	4	2
148341	424.0	40.0	5327.0	45.0	2.0	Mate in 2	https://lichess.org/analysis/6k1/2p2pp1/3p1q2/pP1P2p1/2P3Qn/4r3/P1B2P1P/5R1K_b_-_-	Mate in 2	8	5	2
117071	2373.0	44.09	11400.0	78.0	2.0	Mate in 3+,Mating Net,Overloading,Vulnerable King,Clearance Sacrifice	https://lichess.org/analysis/r3r3/k4p1p/pppRq2n/4P3/8/1PP1Q3/5PP1/4R1K1_b_-_-	Overloading	4	1	18
61382	400.0	40.0	4447.0	28.0	2.0	Mate in 2	https://lichess.org/analysis/5rk1/pp4pp/8/1b1p1r2/1P1Np1Q1/8/P5PP/3Rq2K_w_-_-	Mate in 2	9	5	2
35505	1802.0	44.97	44426.0	59.0	4.0	Attacking Castled King,Desperado,Mate in 3+,Queen Sacrifice,Remove the Defender,Smothered Mate	https://lichess.org/analysis/r1bqr1k1/1p3ppp/2n2n2/6B1/3p4/pP1P1N2/PbBN1QPP/2KRR3_w_-_-	Smothered Mate	5	9	19
54334	1143.0	45.51	36032.0	26.0	1.0	Defense,Hanging Piece,Pin	https://lichess.org/analysis/Qn3k2/p4pp1/1qb5/8/5P2/2p1R3/P4KPP/5B1R_w_-_-	Defense	4	1	12
60164	1013.0	45.16	50639.0	53.0	1.0	Pin	https://lichess.org/analysis/r3k2r/1b1pb1pp/p4pq1/1p6/5B2/P4N1P/1PP2PP1/R2QR1K1_b_kq_-	Pin	16	19	6
153231	1083.0	45.62	59732.0	57.0	5.0	Back Rank,Mate in 3+,Queen Sacrifice,Vulnerable King	https://lichess.org/analysis/2r1kb1r/4pppp/p7/3p1b2/P2P1B2/2q2NP1/4BP1P/Q4K1R_w_k_-	Queen Sacrifice	14	6	15
158095	657.0	41.44	27772.0	38.0	2.0	Mate in 2	https://lichess.org/analysis/2kr2nr/ppp5/2b2pq1/6pp/2NpP3/PQ1P2NP/1P3PP1/2R2RK1_b_-_-	Mate in 2	17	12	2
187520	1027.0	45.33	62619.0	32.0	2.0	Fork / Double Attack	https://lichess.org/analysis/r1bqkb1r/pp3ppp/2n1p3/4n3/5N2/4Q3/PPP2PPP/R1B1KBNR_w_KQkq_-	Fork / Double Attack	14	6	15
50390	2315.0	44.21	17647.0	132.0	7.0	Endgame Tactics,Fork / Double Attack,Interference,Pawn Promotion,Zwischenzug	https://lichess.org/analysis/1r6/3K2p1/3N2Pb/8/3k1B2/1R6/8/8_b_-_-	Interference	4	1	18
78590	402.0	40.0	9697.0	58.0	2.0	Mate in 2	https://lichess.org/analysis/1k2r3/1pp2p2/p1q1r2p/6p1/1P6/2bQB1PP/2P2PRK/3R4_b_-_-	Mate in 2	9	12	2
72631	433.0	40.3	10223.0	31.0	1.0	Mate in 1	https://lichess.org/analysis/r1b1k2r/1p3ppp/5q2/p1p5/4p3/1P1nP1PP/P2PNPB1/RN1Q1K1R_w_kq_-	Mate in 1	8	11	2
105522	592.0	41.21	35121.0	26.0	1.0	Mate in 2	https://lichess.org/analysis/r3r1k1/1bpq1p1p/p2p1Bp1/5PQ1/4P3/2N5/PP4PP/n4RK1_b_-_-	Mate in 2	17	12	2
54877	408.0	40.15	6888.0	43.0	1.0	Mate in 1	https://lichess.org/analysis/r3k3/2p2p2/p2p3p/1p2nR2/1P2P1r1/2P1b3/P1B3P1/RN5K_w_q_-	Mate in 1	8	5	2
148362	424.0	40.15	20982.0	21.0	2.0	Mate in 2	https://lichess.org/analysis/8/5p2/p3p3/6p1/P5P1/2p2PkP/1r6/2R3K1_w_-_-	Mate in 2	7	12	2
385265	3303.0	42.53	1739.0	57.0	11.0	Endgame Tactics	https://lichess.org/analysis/8/4k2p/2nN1p2/2P1p1p1/4P3/6P1/5P1P/5K2_b_-_-_0_1	Endgame Tactics	4	1	18
33317	413.0	40.29	24246.0	47.0	2.0	Mate in 2	https://lichess.org/analysis/2r1q3/R1n2p2/2Np3p/1p1PPBpk/5nP1/5P1P/1Q6/6K1_b_-_g3	Mate in 2	9	13	2
32178	624.0	43.14	43442.0	28.0	1.0	Mate in 1,Pin	https://lichess.org/analysis/4qr1k/2p3rn/p1bp1p1R/1p4Q1/3BP1P1/1B3P2/PPP5/2K4R_b_-_-	Pin	15	19	3
65883	683.0	41.89	44019.0	43.0	2.0	Hanging Piece	https://lichess.org/analysis/r2qkb1r/pp1bpppp/3p1n2/1B4B1/Q3P3/8/PPP2PPP/RN2K2R_b_KQkq_-	Hanging Piece	16	19	3
122934	404.0	40.0	4427.0	26.0	1.0	Mate in 1	https://lichess.org/analysis/3Q4/4r1pk/p5qp/2p2p2/2P1B3/5P1b/P1P3PP/3R2K1_w_-_-	Mate in 1	9	4	2
124273	400.0	40.0	5148.0	13.0	1.0	Mate in 1	https://lichess.org/analysis/k1r5/3R4/2p4p/Q7/4P3/2P5/1q4PK/8_b_-_-	Mate in 1	8	5	2
153259	411.0	40.15	4871.0	21.0	1.0	Mate in 1	https://lichess.org/analysis/r1b1kb1r/1pqp1ppp/p3p3/8/3NP1n1/2NnB3/PPP1QPPP/R4RK1_w_kq_-	Mate in 1	9	5	2
365271	2088.0	44.71	19096.0	106.0	3.0	Endgame Tactics,Pawn Promotion,Simplification	https://lichess.org/analysis/8/2K4p/5Q1p/ppkq2p1/2P3P1/8/1P6/8_b_-_-	Simplification	4	1	20
171552	400.0	40.0	4866.0	52.0	1.0	Mate in 1	https://lichess.org/analysis/8/1q5p/1ppp2p1/p2P2P1/2P2Rk1/1Pr5/P6Q/6K1_b_-_-	Mate in 1	8	5	2
944	2794.0	43.08	4819.0	116.0	4.0	Desperado,Endgame Tactics,Mating Net,Zugzwang	https://lichess.org/analysis/8/7B/8/1p6/3Q4/1p2K3/q7/2k5_b_-_-_1_1	Zugzwang	4	1	18
27600	1230.0	45.85	62506.0	36.0	1.0	Mate in 1,Mating Net,Vulnerable King	https://lichess.org/analysis/r1bq1b1r/ppp2Qpp/3k4/3Bp3/8/2N5/PPnP1PPP/R1BK3R_b_-_-	Vulnerable King	2	6	13
48150	3157.0	41.54	1813.0	42.0	5.0	Decoy / Deflection,Endgame Tactics,Skewer,Trapped Piece	https://lichess.org/analysis/7Q/8/3pk2p/7P/2q5/p2R1B2/2p2P2/1bK5_b_-_-	Skewer	4	4	18
134480	408.0	40.0	7683.0	25.0	1.0	Mate in 1	https://lichess.org/analysis/3k4/8/8/1P1p4/1B4p1/3Bpn1P/5r1P/3R2K1_w_-_-	Mate in 1	8	11	2
56715	1130.0	46.11	61520.0	60.0	2.0	Skewer	https://lichess.org/analysis/4R1k1/3r3p/3p2pP/p2P1r2/Pp3P2/3P4/1PP5/2K1R3_b_-_-	Skewer	14	6	15
63671	1244.0	45.57	65881.0	30.0	2.0	Fork / Double Attack,Pin	https://lichess.org/analysis/r4k2/1b2qr2/p1p1pn1Q/1p1nN3/3P4/3B4/PP3PPP/2R2RK1_b_-_-	Pin	2	7	13
32005	426.0	40.59	13041.0	35.0	1.0	Hanging Piece	https://lichess.org/analysis/3r2k1/5ppp/pqb5/2pP1P1B/1pQ2B1b/8/PPP3PP/4R2K_b_-_-	Hanging Piece	19	2	2
61382	400.0	40.0	4447.0	28.0	2.0	Mate in 2	https://lichess.org/analysis/5rk1/pp4pp/8/1b1p1r2/1P1Np1Q1/8/P5PP/3Rq2K_w_-_-	Mate in 2	9	5	2
384249	2163.0	44.43	16565.0	32.0	1.0	Overloading,Pin,Remove the Defender	https://lichess.org/analysis/rn1qkb1r/pb3ppp/1p2p3/1Bpn4/3P4/P1N1PN2/1P3PPP/R1BQK2R_b_KQkq_-	Overloading	4	1	20
50748	413.0	40.15	4138.0	15.0	2.0	Mate in 2	https://lichess.org/analysis/4r1k1/2n2ppp/8/1p2n3/p4P2/P3Q2P/6P1/4R1K1_b_-_f3	Mate in 2	9	5	2
160086	400.0	40.0	4366.0	18.0	1.0	Mate in 1	https://lichess.org/analysis/r1b2rk1/pp1pbpp1/2q2n1p/n3P1N1/3P3P/N1P5/P1Q2PP1/R1B1KB1R_b_KQ_-	Mate in 1	9	5	2
157936	405.0	40.0	4082.0	18.0	1.0	Mate in 1	https://lichess.org/analysis/r1bk1b1r/1p1p1Qpp/p2p2n1/B3p3/2B1P3/5N2/P1q2PPP/1R2K2R_b_K_-	Mate in 1	9	4	2
140322	400.0	40.0	3821.0	36.0	1.0	Mate in 1	https://lichess.org/analysis/8/4Npkp/R5p1/8/P7/4nrP1/7P/6K1_w_-_-	Mate in 1	9	4	2
123199	428.0	40.6	14479.0	46.0	1.0	Mate in 1	https://lichess.org/analysis/2r4k/pp3Q1p/3r2pB/2q1pp2/P3p3/8/1PP2PPP/R4RK1_b_-_-	Mate in 1	8	11	2
58178	411.0	40.15	9740.0	43.0	3.0	Mate in 3+	https://lichess.org/analysis/6r1/pp5k/6r1/3PBpb1/5P2/2P5/PP5P/3Q3K_b_-_-	Mate in 3+	8	11	2
38412	591.0	41.36	27521.0	47.0	2.0	Mate in 2	https://lichess.org/analysis/8/p2R1ppk/1p2p2p/7P/1P4q1/P5P1/5PQK/2r5_w_-_-	Mate in 2	9	10	2
30468	1325.0	45.55	62098.0	43.0	2.0	Attacking Castled King,Fork / Double Attack,Hanging Piece,Vulnerable King	https://lichess.org/analysis/r2q1rk1/pp2bppp/2p1bp2/4n3/8/P1NB1P2/1PP1N1PP/R2Q1RK1_w_-_-	Attacking Castled King	5	9	11
75752	400.0	40.0	4004.0	20.0	1.0	Mate in 1	https://lichess.org/analysis/rn1qkbnr/1b1pp3/1p3pp1/p1p5/6Q1/P2PP2p/1PPN1PPP/R1B1KBNR_b_KQkq_-	Mate in 1	9	5	2
194828	401.0	40.0	4241.0	37.0	1.0	Mate in 1	https://lichess.org/analysis/r1b1kbnr/5ppp/p1N1p3/2p2q2/8/2P5/PP3PPP/RNBQ1RK1_b_kq_-	Mate in 1	9	5	2
90641	408.0	40.0	7929.0	40.0	2.0	Pawn Promotion	https://lichess.org/analysis/8/4k3/p2p4/Pb1P2p1/1pBK4/8/5P2/8_b_-_-	Pawn Promotion	8	11	2
119434	415.0	40.16	16074.0	38.0	2.0	Mate in 2	https://lichess.org/analysis/4kb1r/p1p2p1p/2p2p2/4pQ2/8/4B3/q1P2PPP/5BK1_b_-_-	Mate in 2	8	13	2
39419	2814.0	42.28	3132.0	78.0	2.0	Discovered Attack,Fork / Double Attack,Hanging Piece	https://lichess.org/analysis/Q7/1pk1qp2/1np4p/2n2Br1/8/P1P5/2P4P/2KR1R2_w_-_-	Discovered Attack	4	1	18
57913	698.0	43.45	40260.0	41.0	1.0	Hanging Piece	https://lichess.org/analysis/r2qkb1r/pppb1ppp/2n2n2/1B2p3/N2pP3/5Q2/PPPP1PPP/R1B1K1NR_w_KQkq_-	Hanging Piece	16	12	3
110875	405.0	40.31	12157.0	18.0	1.0	Mate in 1	https://lichess.org/analysis/4r1k1/p5pp/1p2p3/3p2P1/7N/KPr1Q3/n1q2PP1/R6R_w_-_-	Mate in 1	9	11	2
93025	1576.0	45.05	56024.0	59.0	1.0	Trapped Piece	https://lichess.org/analysis/2kr1b1r/1bpn2p1/ppn2q1p/3p3P/8/1Q2BN2/PP1NPPP1/R3KB1R_w_KQ_-	Trapped Piece	5	9	10
52026	412.0	40.31	5545.0	71.0	1.0	Mate in 1	https://lichess.org/analysis/rnbqkb1r/p1pppp1p/8/2p1P1p1/2BP4/1Q6/PP3PnP/RNBK2NR_b_kq_-	Mate in 1	9	4	2
167050	400.0	120.23100000000001	3897.0	15.0	1.0	Mate in 1	https://lichess.org/analysis/5R2/p4p2/5Bp1/5k1p/2P5/P5R1/6PK/1r2r3_w_-_-	Mate in 1	9	4	2
182136	602.0	40.84	31189.0	33.0	1.0	Discovered Attack	https://lichess.org/analysis/r4r2/p3n2Q/3kP3/2pp4/2qP2p1/2N5/PP4PP/R1R4K_b_-_-	Discovered Attack	17	13	2
369019	1956.0	45.03	29997.0	76.0	4.0	Back Rank,Basic Checkmates,Decoy / Deflection,Desperado,Mate in 3+,Mating Net,Pin,Sacrifice,Vulnerable King,Clearance Sacrifice	https://lichess.org/analysis/6k1/1ppq1ppp/1p1p2n1/3P2Q1/1P1BP1P1/1rP5/5PP1/R5K1_b_-_-	Desperado	4	1	20
40570	1593.0	44.99	52870.0	48.0	2.0	Decoy / Deflection,Mating Net,X-Ray Attack	https://lichess.org/analysis/3r2k1/p4pPp/5P1R/4p3/1p4b1/1PP3N1/1P1R4/r1K5_w_-_-	X-Ray Attack	5	9	10
43143	2395.0	44.37	14308.0	130.0	3.0	Queen Sacrifice,Sacrifice,Stalemate	https://lichess.org/analysis/8/1P1k1p2/5P2/8/2K5/5p2/3b2B1/1b6_b_-_-	Stalemate	4	1	18
67450	410.0	40.0	4234.0	20.0	1.0	Mate in 1	https://lichess.org/analysis/8/2k2p2/p3pN2/1bp1P1P1/1p3P2/5R2/PPPK2r1/8_w_-_-	Mate in 1	9	4	2
120355	857.0	43.31	52443.0	27.0	2.0	Fork / Double Attack,Mate in 2	https://lichess.org/analysis/4q1k1/pp5p/1np2Qnp/3p1N2/3P4/6B1/PPP2PP1/6K1_b_-_-	Fork / Double Attack	16	17	7
57672	429.0	40.44	31109.0	21.0	1.0	Hanging Piece	https://lichess.org/analysis/r1bq1rk1/nppp1ppp/1p3n2/1P2p3/P7/4PN2/2PP1PPP/R1BQKB1R_b_KQ_-	Hanging Piece	17	20	2
88287	665.0	42.14	41952.0	30.0	1.0	Mate in 2	https://lichess.org/analysis/r1b1r3/p2p4/nkp5/1N6/2B2Q2/1N6/1q3PPP/5RK1_b_-_-	Mate in 2	17	20	3
97964	401.0	40.34	5681.0	48.0	1.0	Hanging Piece	https://lichess.org/analysis/7r/B1p1p3/2k3p1/2N2p1p/P2b4/8/5PPP/3B2K1_w_-_-	Hanging Piece	9	5	2
184983	400.0	40.46	8226.0	29.0	1.0	Mate in 1	https://lichess.org/analysis/r3k2r/ppqnbpp1/2p1p1p1/8/2PPp3/P7/1P2BPPP/R1BQ1RK1_w_kq_-	Mate in 1	8	11	2
106442	417.0	40.0	4657.0	32.0	1.0	Mate in 1	https://lichess.org/analysis/r4k1r/1p1B1p2/p1nN1p1p/4p3/3b4/1Q6/PPPq4/RK5R_b_-_-	Mate in 1	9	4	2
32724	1454.0	44.97	49691.0	48.0	2.0	Defense,Discovered Attack,Fork / Double Attack,Hanging Piece	https://lichess.org/analysis/1r3r2/2q2pk1/2n1p1pp/3n4/1bRN3Q/8/5PPP/1B1RB1K1_b_-_-	Defense	4	9	10
34241	1410.0	45.47	60815.0	34.0	1.0	Mate in 1	https://lichess.org/analysis/7Q/4Np2/4q1bk/1p4pp/8/6P1/4rP1P/5RK1_b_-_-	Mate in 1	5	9	11
285645	2879.0	41.81	2755.0	114.0	7.0	Mate in 3+,Vulnerable King	https://lichess.org/analysis/4rk2/p6Q/3pP3/2p5/q1b5/8/P5PP/1R4K1_b_-_-	Vulnerable King	4	4	18
109072	1488.0	45.18	57953.0	46.0	3.0	Basic Checkmates,Mate in 3+,Mating Net,Pin	https://lichess.org/analysis/6r1/1k5p/p1b2p1n/2p5/1P1P1Q2/P3qN2/3Nr1PP/R4RK1_w_-_-	Basic Checkmates	5	9	10
138508	422.0	40.29	12968.0	21.0	2.0	Mate in 2	https://lichess.org/analysis/8/6p1/5p2/7p/8/P3R1Pk/2r5/7K_w_-_-	Mate in 2	9	12	2
29413	1933.0	44.96	33159.0	49.0	2.0	Defense,Fork / Double Attack,Hanging Piece,Zwischenzug	https://lichess.org/analysis/4q1k1/3p2pp/5n2/1Q2N3/1B1P4/P6P/2r3P1/6K1_w_-_-	Zwischenzug	4	1	20
190889	427.0	40.0	4343.0	18.0	2.0	Mate in 2	https://lichess.org/analysis/3r2k1/5pbp/p1R1p1p1/6P1/2N1P3/4B2P/PPP1n3/2K5_w_-_-	Mate in 2	9	4	2
64140	400.0	40.29	12343.0	44.0	2.0	Mate in 2	https://lichess.org/analysis/2k4r/1pp3pp/1p3p2/1P2pq2/P5r1/2NP4/2P2K1P/R2QR3_w_-_-	Mate in 2	8	11	2
71670	1379.0	45.15	65177.0	48.0	3.0	Basic Checkmates,Decoy / Deflection,Mate in 3+,Pin,Sacrifice	https://lichess.org/analysis/r1b3k1/pp5p/3pp1p1/2p1p3/4Pb1r/BPP2PqP/P2PQKP1/RN3R2_w_-_-	Sacrifice	2	7	12
33179	2919.0	41.34	2728.0	30.0	1.0	Trapped Piece	https://lichess.org/analysis/2r5/3n1pk1/r1Np1qp1/3PP2p/1R3Pn1/2N3Q1/1P4K1/4R3_b_-_-	Trapped Piece	4	4	18
101545	798.0	42.4	39657.0	44.0	2.0	Fork / Double Attack	https://lichess.org/analysis/r1b2bQ1/ppkn1p2/2pp2pp/8/3Pnq2/2N2N2/PPP2PPP/2K1RB1R_w_-_-	Fork / Double Attack	16	20	3
151769	400.0	40.0	3895.0	18.0	2.0	Mate in 2	https://lichess.org/analysis/5r1k/1p4p1/p5Bp/2R5/1n1p4/PP1P1PP1/2P3P1/6K1_b_-_-	Mate in 2	9	4	2
137988	1518.0	45.24	57318.0	47.0	3.0	Basic Checkmates,Endgame Tactics,Hanging Piece,Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/7k/8/5K2/2p3R1/2P1Bp2/4b3/r5PP/8_b_-_-	Basic Checkmates	5	9	11
32227	2224.0	44.85	15476.0	70.0	2.0	Fork / Double Attack,Hanging Piece	https://lichess.org/analysis/r1bqkb1r/ppppn1pp/8/3N1p2/3pN3/8/PPP1QPPP/R1B1KB1R_b_KQkq_-	Hanging Piece	4	1	18
38806	1029.0	45.1	66083.0	44.0	3.0	Decoy / Deflection,Hanging Piece,Remove the Defender	https://lichess.org/analysis/2kr4/pp6/2p1p3/4Pr2/2P3b1/5NP1/PP4K1/4R2R_w_-_-	Remove the Defender	2	7	6
83142	1972.0	44.78	27184.0	105.0	3.0	Fork / Double Attack,Mate in 3+,Mating Net,Remove the Defender	https://lichess.org/analysis/2r2k1r/p2b3p/8/q2Nb2B/3pQp2/8/PP4PP/5RK1_b_-_-	Remove the Defender	4	1	20
67409	400.0	52.7741	6513.0	18.0	1.0	Mate in 1	https://lichess.org/analysis/r5k1/pq2bppp/1p6/6B1/8/1QP3Pb/PP3P1P/3R2K1_w_-_-	Mate in 1	8	5	2
69467	795.0	42.7	35149.0	38.0	1.0	Pin	https://lichess.org/analysis/r7/ppqb1pk1/2p1p1p1/2Q5/3P2R1/5P2/PPP3Pr/4RBK1_b_-_-	Pin	16	19	3
39142	2293.0	44.2	14028.0	77.0	5.0	Mating Net,Vulnerable King	https://lichess.org/analysis/1r6/2rn2p1/1pp4p/2P1Nk1P/2PPR3/8/6P1/4R1K1_b_-_-	Vulnerable King	4	1	18
174104	1565.0	45.02	52678.0	82.0	4.0	Endgame Tactics,Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/2Rn3k/3Pb1pp/p7/7b/5p2/5P1K/PP3P1P/8_w_-_-	Endgame Tactics	5	9	10
81276	1194.0	46.24	62999.0	21.0	1.0	Basic Checkmates,Mate in 2,Mating Net	https://lichess.org/analysis/6kr/7r/1q2pQ2/p2pNp2/1n3P2/4P3/PP2NK2/R7_b_-_-	Basic Checkmates	2	8	13
49662	1047.0	44.98	63314.0	46.0	2.0	Mate in 2,Pin	https://lichess.org/analysis/1kbR4/r1n5/1pQ5/p3p3/2P4P/5B2/P5K1/4q3_b_-_-	Pin	14	6	15
76121	400.0	40.19	4027.0	26.0	1.0	Mate in 1	https://lichess.org/analysis/r3kbr1/pp3p1p/2b1p1p1/4B3/2q2P1Q/2NR4/PPP3PP/5K2_b_q_-	Mate in 1	9	4	2
57511	435.0	41.37	21101.0	18.0	1.0	Mate in 1	https://lichess.org/analysis/5rk1/pQ4pp/8/3p1p1q/1P1B2bP/P1N3P1/2PP4/4rBK1_b_-_-	Mate in 1	8	12	2
78156	400.0	40.15	6702.0	26.0	1.0	Mate in 1	https://lichess.org/analysis/2R5/p4Bpk/1b4Np/8/8/4P1P1/Pr1rbP1P/5RK1_b_-_-	Mate in 1	8	11	2
108633	410.0	40.0	4387.0	26.0	1.0	Mate in 1	https://lichess.org/analysis/r7/p4k2/4pp1K/4P1p1/4bP2/PP1n2P1/3P3P/R4R2_w_-_-	Mate in 1	9	4	2
124494	2456.0	44.33	10164.0	81.0	6.0	Endgame Tactics,Interference,Pawn Promotion	https://lichess.org/analysis/7r/8/P7/3p3P/3k3B/3P4/5K2/8_b_-_-_0_1	Interference	4	4	18
185561	1140.0	46.32	64947.0	35.0	2.0	Basic Checkmates,Mate in 2,Mating Net	https://lichess.org/analysis/6R1/R7/p2p3k/2pPbK2/7r/8/8/8_b_-_-	Basic Checkmates	2	6	14
58212	714.0	42.12	39557.0	39.0	3.0	Fork / Double Attack,Remove the Defender	https://lichess.org/analysis/4nrk1/6pp/3p4/p1pN4/2n1PB2/2P2P2/P5PP/1R4K1_w_-_a6	Remove the Defender	17	20	3
147020	400.0	40.18	6167.0	22.0	1.0	Mate in 1	https://lichess.org/analysis/rnb1k2r/pppp1ppp/8/P1q1p3/2B1P1n1/P2P1N2/2PB1PPP/RN1QK2R_w_KQkq_-	Mate in 1	8	12	2
127858	574.0	41.1	29142.0	61.0	3.0	Mate in 3+	https://lichess.org/analysis/r1b2r2/ppp2ppk/1qn1p3/3n2N1/8/2B5/PPP2PPP/R2QR1K1_b_-_-	Mate in 3+	17	20	2
68648	795.0	43.23	46298.0	33.0	1.0	Hanging Piece	https://lichess.org/analysis/r1b1kbnr/ppp2pp1/2n4p/3ppqB1/8/3P1NQ1/PPP1PPPP/RN2KB1R_w_KQkq_-	Hanging Piece	14	19	7
71678	723.0	43.08	45704.0	32.0	2.0	Mate in 2	https://lichess.org/analysis/3q2k1/pp3rpp/8/4n3/4P1P1/3p2N1/PPK1Q1PP/R6R_w_-_-	Mate in 2	14	19	3
27133	877.0	43.42	54039.0	40.0	2.0	Skewer	https://lichess.org/analysis/r1b1k1nr/1p1pppbp/p5p1/4q3/2PNP3/8/PPQB1PPP/R3KB1R_b_KQkq_-	Skewer	15	17	6
93260	421.0	40.0	4317.0	52.0	3.0	Mate in 3+	https://lichess.org/analysis/8/3R2k1/n1r2p2/pp3Pp1/6Pn/2P3K1/P7/3R4_b_-_-	Mate in 3+	9	4	2
28437	3227.0	40.89	2085.0	66.0	6.0	Mate in 3+	https://lichess.org/analysis/4rr1k/pp1b4/1bpp2q1/3P2pp/2N1ppP1/1BP2P2/PP4KN/R1BQ3R_w_-_h6	Mate in 3+	4	1	18
47640	1470.0	45.09	61698.0	107.0	4.0	Defense,Mating Net	https://lichess.org/analysis/6k1/8/p1p5/P1Ppp3/1B2p1q1/P3P1r1/4K3/5R1Q_w_-_-	Defense	5	7	10
74728	637.0	41.85	43931.0	26.0	2.0	Fork / Double Attack	https://lichess.org/analysis/r4r2/1pp2p1k/p2bb1qp/3Npp2/2Pn1P2/PP1P2PB/3QN2P/R3K2R_w_KQ_-	Fork / Double Attack	18	6	1
81591	400.0	40.0	5261.0	24.0	2.0	Mate in 2	https://lichess.org/analysis/4kr2/1R5R/p3p3/3p4/3P4/4B3/r6b/6K1_w_-_-	Mate in 2	9	4	2
151628	602.0	40.72	28490.0	20.0	1.0	Mate in 1	https://lichess.org/analysis/1r1qk2r/5p1p/p1pp2p1/4b3/8/1P2BQP1/P1P3P1/R4RK1_b_k_-	Mate in 1	17	12	2
185400	400.0	40.0	4284.0	15.0	1.0	Mate in 1	https://lichess.org/analysis/r1b1k1B1/pp4Bp/2np2p1/2p5/Q2pq3/2P5/PP4PP/RN5K_w_q_-	Mate in 1	9	5	2
32733	1716.0	44.97	39760.0	71.0	3.0	Decoy / Deflection,Fork / Double Attack,Hanging Piece,Pin,Simplification,Zwischenzug	https://lichess.org/analysis/2br3r/p1k1bqp1/2npp3/2p3Bp/PpP1Q1n1/1P2NNP1/4PPBP/3RR1K1_b_-_-	Simplification	4	1	19
