tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	tags	fen	tag	cluster	full
132488	1477	45.35	63172	29	2	Basic Checkmates,Mate in 2,Mating Net	https://lichess.org/analysis/r1bqk1r1/p5pp/2p5/np2b2Q/3Pp3/B1N5/P4PPP/R4RK1_b_-_-	Basic Checkmates	5	17. ... Kd7 18. Qf7+ Qe7 19. Qxe7#
152747	433	41.1	30591	26	2	Pawn Promotion,Pin	https://lichess.org/analysis/8/8/7p/rp2kp2/1R6/6PK/8/8_w_-_-	Pawn Promotion	17	45. Kh4 Ra4 46. Rxa4 bxa4
107603	1405	45.13	61617	71	2	Attacking f7/f2,Attacking Castled King,Remove the Defender,Vulnerable King	https://lichess.org/analysis/r1q2rk1/pb2b1pp/2p1p3/2pnN3/3pNPQ1/3P1R2/PPP3PP/R1B3K1_b_-_-	Attacking f7/f2	5	16. ... Rb8 17. Rg3 Rf7 18. Nxf7
39615	2171	45.04	13787	47	2	Attacking Castled King,Basic Checkmates,Fork / Double Attack,Mate in 3+,Mating Net	https://lichess.org/analysis/2q3kr/2N1Q3/6p1/1p3b2/p1np4/P2B1P2/1PP5/2K1R3_b_-_-	Attacking Castled King	4	35. ... Bxd3 36. Ne8 Qxe8 37. Qxe8+
87138	426	93.6	20326	42	3	Mate in 3+	https://lichess.org/analysis/r4rk1/1p3pp1/3p1q1p/p1pPp3/P1B1Pb2/2N3Pb/1PP1QP1P/R4RK1_w_-_-	Mate in 3+	9	18. gxf4 Qg6+ 19. Qg4 Qxg4+ 20. Kh1 Qg2#
56713	400	40.34	4245	48	2	Mate in 2	https://lichess.org/analysis/3r3r/4R1b1/1pk2p1p/1pp2PpP/3n2P1/R7/PPP2B2/2K5_w_-_-	Mate in 2	9	29. Rxg7 Ne2+ 30. Kb1 Rd1#
61897	728	42.93	41891	29	1	Fork / Double Attack	https://lichess.org/analysis/2r3k1/R4ppp/8/8/PpPnN3/5K1P/1P3P2/8_w_-_-	Fork / Double Attack	16	39. Kg4 f5+
138617	433	40.3	22515	44	3	Mate in 3+	https://lichess.org/analysis/5k2/5pp1/3p3p/3Pb1q1/2P5/1B3Q2/8/3R3K_w_-_-	Mate in 3+	8	46. Rf1 Qh4+ 47. Qh3 Qxh3+ 48. Kg1 Qh2#
45623	1360	45.79	60404	38	1	Discovered Attack,Interference,Trapped Piece	https://lichess.org/analysis/r2qk2r/pbpp2pp/1pnn1p2/3Qp3/8/P1P1BN2/BPP2PPP/R4RK1_w_kq_-	Interference	2	11. c4 Nd4
46379	1261	46.07	64384	34	3	Decoy / Deflection,Fork / Double Attack,Queen Sacrifice	https://lichess.org/analysis/6k1/5pp1/2b4p/2Q5/1p3n2/1P1B3P/4KPP1/4N2q_w_-_-	Queen Sacrifice	2	37. Kd2 Qxe1+ 38. Kxe1 Nxd3+ 39. Kd2 Nxc5
33107	428	40.86	33117	40	2	Pin	https://lichess.org/analysis/3r2k1/4q3/p2p2Qp/2pP4/1p6/8/PP4PP/5RK1_b_-_-	Pin	15	30. ... Qg7 31. Qe6+ Kh7 32. Rf7
62276	2531	43.5	7278	73	5	Fork / Double Attack,Mating Net	https://lichess.org/analysis/3r2k1/pp1r1ppp/6q1/4n3/1B1Np3/4P3/P2RKP2/3Q1R2_w_-_-	Mating Net	4	35. Rg1 Qa6+ 36. Ke1 Rxd4 37. Rxd4 Rxd4 38. exd4 Nf3+ 39. Qxf3 exf3
121331	400	40.77	23261	45	3	Mate in 3+	https://lichess.org/analysis/r1b1k2N/pppp2pp/2n2q2/4p3/2B1n3/8/PPPP1bPP/RNBQ1RK1_w_q_-	Mate in 3+	8	8. Kh1 Ng3+ 9. hxg3 Qh6+ 10. Qh5+ Qxh5#
161647	400	40.35	5223	59	1	Mate in 1	https://lichess.org/analysis/rn3k1r/1b1pnppp/2qNp3/8/4PP2/P3B3/1PP3PP/R2Q1RK1_w_-_-	Mate in 1	9	16. e5 Qxg2#
43013	2300	44.33	11724	164	7	Decoy / Deflection,Fork / Double Attack,Mating Net	https://lichess.org/analysis/R3q3/8/2P5/1B1p3p/P4Pk1/3N4/5K2/8_b_-_-	Decoy / Deflection	4	1. ... Qxa8 2. c7 Qa7+ 3. Kg2 Qxc7 4. Bd7+ Kh4 5. Ne1 Qxd7 6. Nf3+ Kg4 7. Ne5+ Kxf4 8. Nxd7
49072	647	42.59	38715	43	2	Discovered Attack,Trapped Piece	https://lichess.org/analysis/1r1qkbnr/1p1b1ppp/p2p4/4p3/1np1P3/Q1P2N2/PP1P1PPP/R1B1KB1R_w_KQk_-	Trapped Piece	16	11. Qxb4 d5 12. Qxf8+ Kxf8
69638	1048	45.24	59241	41	2	Mating Net,Sacrifice,Clearance Sacrifice	https://lichess.org/analysis/1k1r3r/2p4p/Qp2P2p/3p4/8/7P/P1q2PP1/1RR3K1_b_-_-	Clearance Sacrifice	2	20. ... Qg6 21. Rxb6+ cxb6 22. Qxb6+
98721	415	40.34	11356	18	1	Mate in 1	https://lichess.org/analysis/r2qk1nr/pp1bppbp/2n3p1/1B1QN3/5B2/8/PPP2PPP/RN2K2R_b_KQkq_-	Mate in 1	8	9. ... Nf6 10. Qxf7#
46287	867	43.61	53872	36	2	Skewer	https://lichess.org/analysis/4r1k1/p1p2pp1/2q4p/6n1/5P2/1PN4Q/P1P4P/4BK2_w_-_-	Skewer	14	25. fxg5 Qh1+ 26. Kf2 Qxe1+
82136	1201	45.44	64557	56	2	Trapped Piece	https://lichess.org/analysis/2r1k2r/pp2nppp/b3p3/P1qpP3/3N1P2/1P4P1/2R3BP/R2Q2K1_b_k_-	Trapped Piece	5	19. ... Qb4 20. Ra4 Rxc2 21. Rxb4
47103	1097	46.65	63795	48	1	Pin,Skewer	https://lichess.org/analysis/rnb2rk1/p1p2ppp/1p2p3/3pP2P/1b1P3q/2NQ1P2/PPP4P/R1B1KBNR_w_KQ_-	Skewer	2	9. Ke2 Ba6
37874	2425	43.0	9002	156	7	Decoy / Deflection,Pin,Sacrifice,Skewer,Vulnerable King,Zwischenzug	https://lichess.org/analysis/8/5pB1/3q4/4pPp1/2Pk2P1/p4K2/8/1bQ5_b_-_-	Skewer	4	1. ... a2 2. Bxe5+ Kxe5 3. Qb2+ Qd4 4. Qb8+ Qd6 5. Qh8+ Qf6 6. Qh2+ Kd4 7. Qb2+ Kxc4 8. Qxf6
29802	728	45.19	42001	40	2	Attacking Castled King,Decoy / Deflection,Overloading,Remove the Defender	https://lichess.org/analysis/4R3/p1q1brk1/1p2Qppp/8/P1PB4/6P1/5P1P/6K1_b_-_a3	Overloading	3	33. ... Qd6 34. Bxf6+ Bxf6 35. Qxd6
90003	1215	45.6	60585	17	1	Endgame Tactics,Zugzwang	https://lichess.org/analysis/8/8/2p5/1p6/p1k5/P1P5/2K5/8_w_-_-	Zugzwang	2	46. Kb2 Kd3
329417	1223	46.83	59871	67	3	Defense,Hanging Piece,Pawn Promotion	https://lichess.org/analysis/Qnb1kbr1/3p1p1p/P2p2p1/2p3B1/3qn3/1P6/P1K1PPPP/R4BNR_b_-_-	Pawn Promotion	13	1. ... Qxa1 2. Qxe4+ Qe5 3. Qxe5+ dxe5 4. a7
74862	636	42.21	33679	48	2	Fork / Double Attack	https://lichess.org/analysis/rnbqk2r/pp2p3/2pp1np1/6b1/3PPp1p/1P1B1N1P/P1P2PP1/R1BQK2R_w_KQkq_-	Fork / Double Attack	18	11. Nxg5 Qa5+ 12. Bd2 Qxg5
61534	400	40.0	6374	26	1	Mate in 1	https://lichess.org/analysis/r1b1k2r/pp3pp1/1qP2p1p/8/8/2P2P2/PP2KbPP/RN1Q1BNR_w_kq_-	Mate in 1	8	11. Nh3 Qe3#
55260	438	40.61	22185	65	4	Vulnerable King	https://lichess.org/analysis/rnbqkbnr/pppp1p1p/6p1/4p3/4PP2/8/PPPP2PP/RNBQKBNR_w_KQkq_e6	Vulnerable King	18	3. fxe5 Qh4+ 4. Ke2 Qxe4+ 5. Kf2 Bc5+ 6. d4 Bxd4+
44922	400	40.15	5808	29	1	Mate in 1	https://lichess.org/analysis/rnb1kb1r/pp3ppp/2p5/3pP2q/B2P2n1/2N5/PPP1QPPP/R1B2RK1_w_kq_-	Mate in 1	8	12. f3 Qxh2#
79121	404	40.0	4384	18	1	Mate in 1	https://lichess.org/analysis/q3k1r1/3p1p1p/4p1p1/8/6r1/2Q5/5PPP/3R1R1K_w_-_-	Mate in 1	9	29. Qb3 Qxg2#
100214	813	43.26	46539	22	1	Fork / Double Attack	https://lichess.org/analysis/rn1qkb1r/pb3ppp/1p2pn2/1Npp4/3P1B2/3BPN2/PPP2PPP/R2QK2R_b_KQkq_-	Fork / Double Attack	15	7. ... a6 8. Nc7+
46621	875	43.87	54725	45	2	Hanging Piece	https://lichess.org/analysis/1rbq1r2/p1p2p1k/p2b1Q2/3Pp3/4P2B/P1N4P/1P3PP1/R4RK1_b_-_-	Hanging Piece	14	17. ... Be7 18. Qxe7 Qxe7 19. Bxe7
50539	825	43.53	45474	28	1	Mate in 1	https://lichess.org/analysis/r4r1k/1b2pP1p/p2qN1p1/1p6/8/1n5P/PPP1QPP1/3RR1K1_b_-_-	Mate in 1	14	23. ... Qc6 24. Qe5#
151006	1363	45.53	63513	28	1	Attacking Castled King,Back Rank,Hanging Piece,Mate in 1,Overloading,Pin,Vulnerable King	https://lichess.org/analysis/2r2rk1/7p/p3pp2/1pb1n1pQ/4b3/P1Bq2P1/1P3PBP/R2N1R1K_w_-_-	Overloading	5	22. Bxe5 Qxf1#
46093	417	40.19	6019	33	1	Mate in 1	https://lichess.org/analysis/r3k2r/p1P2p2/2nb4/6pq/2p5/P3P1P1/2PQ3P/R4RK1_w_kq_-	Mate in 1	8	23. Qxd6 Qxh2#
114815	402	40.0	4487	34	1	Mate in 1	https://lichess.org/analysis/1k3r1r/ppp3pp/1b1p1p2/nP2pP2/2P3Pq/P3PQ2/1B1P2BP/R4RK1_b_-_-	Mate in 1	9	19. ... Nxc4 20. Qxb7#
34656	1685	45.08	50990	51	3	Basic Checkmates,Decoy / Deflection,Fork / Double Attack,Mate in 3+,Queen Sacrifice,Remove the Defender	https://lichess.org/analysis/2b3rk/1p4q1/3N3b/1PpPp3/2Pn1p1p/5r1P/5QPK/1R2RBN1_w_-_-	Queen Sacrifice	5	30. gxf3 Qxg1+ 31. Qxg1 Nxf3+ 32. Kh1 Rxg1#
84323	1885	44.96	41195	101	3	Defense,Endgame Tactics,Hanging Piece	https://lichess.org/analysis/8/3k3p/Q1p4r/3p2p1/3P4/1P3P2/P2n2Pq/R1R1K3_b_-_-	Endgame Tactics	4	35. ... Re6+ 36. Kxd2 Qxg2+ 37. Kc3 Qxf3+ 38. Kb2
157738	1159	46.31	61034	107	4	Back Rank,Discovered Attack,Mate in 3+,Queen Sacrifice,Clearance Sacrifice	https://lichess.org/analysis/5r2/q3k3/b1pp4/2n1p1b1/2P1P3/1p1P1Q1P/1P2NPP1/3RK2R_w_-_-	Clearance Sacrifice	2	27. Qh5 Nxd3+ 28. Rxd3 Qxf2+ 29. Kd1 Qf1+ 30. Rxf1 Rxf1#
115034	671	44.04	49410	45	1	Fork / Double Attack,Mate in 1	https://lichess.org/analysis/r4r1k/ppq3Q1/2b2N1P/8/3P4/bP5P/P1P2P2/1K1R2R1_b_-_-	Fork / Double Attack	14	28. ... Qxg7 29. hxg7#
187591	415	42.41	15691	26	1	Hanging Piece	https://lichess.org/analysis/5rk1/pp2n1p1/3pp1pp/8/1P1PP1q1/2r5/P1KBQP2/R4R2_w_-_-	Hanging Piece	7	22. Kxc3 Qxe2
104267	673	45.09	58467	33	2	Discovered Attack,Endgame Tactics,Fork / Double Attack,Hanging Piece	https://lichess.org/analysis/1q3r1k/2p1n1pR/3p4/1p2p3/4p1b1/1B1PBN2/1PP2PK1/3Q4_b_-_-	Endgame Tactics	5	20. ... Kxh7 21. Ng5+ Kg6 22. Qxg4
75020	400	40.0	7236	52	1	Mate in 1	https://lichess.org/analysis/rn1qkb2/p1pp3Q/1p2pr2/4Npp1/2P1n3/2P3B1/PP1N1PPP/R2R2K1_b_-_-	Mate in 1	8	18. ... Rh6 19. Qf7#
166979	498	40.85	34025	16	1	Mate in 1	https://lichess.org/analysis/rnbk3r/ppNp1ppp/8/2b5/2BqP3/6P1/PPP4P/R1BQK2R_w_-_-	Mate in 1	17	12. Nxa8 Qf2#
54066	1436	45.31	57140	41	2	Decoy / Deflection,Defense,Discovered Attack,Pawn Promotion,Simplification	https://lichess.org/analysis/rnbqkbnr/p1p1pppp/8/1p1P4/4P3/8/p4PPP/RNBQKBNR_w_KQkq_-	Simplification	5	6. Bxb5+ c6 7. Bxc6+ Nxc6
72060	413	61.85	14876	45	2	Mate in 2	https://lichess.org/analysis/7r/4b1pp/p3p3/1knpN3/3R1B2/2P5/1PK2PPP/8_b_-_-	Mate in 2	9	29. ... Rd8 30. Rb4+ Ka5 31. Nc6#
287631	2824	41.87	2837	64	3	Defense	https://lichess.org/analysis/r4rk1/p5pp/3p3n/2p1bP2/5n1q/1PNQ3P/P1P3P1/R1B2R1K_w_-_-_0_1	Defense	4	1. Qc4+ d5 2. Nxd5 Nxg2 3. Qxh4 Nxh4
48052	737	43.28	37439	33	1	Hanging Piece	https://lichess.org/analysis/r1bqr1k1/pppp1pp1/2n2n1p/2b1p3/2B1P2B/3P1N2/PPPQ1PPP/RN3RK1_b_-_-	Hanging Piece	20	8. ... Na5 9. Qxa5
34926	1733	45.03	43861	101	4	Defense,Fork / Double Attack,Hanging Piece,Mating Net,Skewer	https://lichess.org/analysis/r7/p4pk1/bp3np1/3p2Np/2Pq1P2/1P4PB/P3Q2P/5R1K_b_-_-	Skewer	4	22. ... dxc4 23. Qe7 Qd5+ 24. Bg2 Qd7 25. Qxd7 Nxd7 26. Bxa8
144423	400	40.0	4018	14	2	Mate in 2	https://lichess.org/analysis/4r1k1/ppp2ppp/5r2/4N3/4P3/4K1P1/PPP4P/3R3R_b_-_-	Mate in 2	9	24. ... Rxe5 25. Rd8+ Re8 26. Rxe8#
34815	936	44.74	62144	87	4	Discovered Attack,Mate in 3+,Sacrifice,Double Check	https://lichess.org/analysis/8/3n3k/3p2pp/1PqP1b2/2pb4/2Nn2PP/3Q2BK/R4N2_w_-_-	Double Check	14	39. Ra2 Bg1+ 40. Kh1 Nf2+ 41. Kxg1 Nxh3+ 42. Kh2 Qg1#
190236	400	40.15	6799	69	2	Mate in 2	https://lichess.org/analysis/6k1/R4R2/4p2p/4P1r1/7K/4P2P/1r6/8_w_-_-	Mate in 2	8	34. Rfe7 Rb4+ 35. e4 Rxe4#
28874	1149	46.41	65541	20	1	Endgame Tactics,Pin	https://lichess.org/analysis/1r4k1/5p1p/6p1/p7/1pp1N3/P7/5PPP/1R4K1_b_-_-	Endgame Tactics	2	28. ... c3 29. Nxc3
43377	1001	45.59	54711	40	1	Defense,Hanging Piece	https://lichess.org/analysis/6k1/2N2p1p/p3p1pQ/4P3/P2p1B2/5b2/1r3r1P/5RK1_b_-_-	Defense	5	31. ... d3 32. Rxf2
46946	400	41.86	18385	31	1	Hanging Piece	https://lichess.org/analysis/rnb1kb1r/ppp2ppp/3p1q2/4p3/2P1P1n1/3P1Q2/PP3P1P/RNB1KBNR_w_KQkq_-	Hanging Piece	17	6. Bg5 Qxg5
147937	614	41.9	35262	24	1	Mate in 1	https://lichess.org/analysis/4r1k1/4r1p1/7p/1p1PBp2/p4P2/P2Q1P1b/1P3q1P/R3R2K_w_-_-	Mate in 1	17	33. Re2 Bg2#
71003	437	40.61	8522	34	1	Mate in 1	https://lichess.org/analysis/r4rk1/1bp2p1p/1p4N1/pP1P2qn/P1B2n2/2PP3P/3Q1PP1/RN2R1K1_w_-_-	Mate in 1	8	19. Re3 Qxg2#
31532	1347	45.42	63974	83	4	Back Rank,Decoy / Deflection,Remove the Defender,Zwischenzug	https://lichess.org/analysis/1k3r2/b1R1Rp1p/p2p4/Pp3r2/3P4/1B3bP1/1P3P1P/6K1_w_-_-	Zwischenzug	5	28. Rxa7 Rc8 29. Kf1 Rc1+ 30. Re1 Rxe1+ 31. Kxe1 Kxa7
65553	1412	45.24	61260	37	2	Basic Checkmates,Decoy / Deflection,Mate in 2,Vulnerable King	https://lichess.org/analysis/r4rk1/1p3p1p/2p2p2/2N1n3/1p6/2Pb4/1PKQ1PPP/q2R3R_w_-_-	Basic Checkmates	2	19. Nxd3 b3+ 20. Kxb3 Qa4#
85440	400	96.3226	4399	21	1	Mate in 1	https://lichess.org/analysis/rnb1kr2/pp3Bpp/2pp4/4N1B1/3qPQ2/8/P1P1KPPP/7R_b_q_-	Mate in 1	9	14. ... Rxf7 15. Qxf7#
46883	414	40.35	4371	19	1	Mate in 1	https://lichess.org/analysis/r1b2rk1/1p3pp1/p1npq2p/4p3/4Q3/1P1B3P/P1P2PP1/R1B2RK1_b_-_-	Mate in 1	9	18. ... Nd4 19. Qh7#
30675	414	40.15	9372	28	1	Mate in 1	https://lichess.org/analysis/r1b1r1k1/pp2P2R/2pR1np1/6N1/4Bp2/8/PP4P1/2K5_b_-_-	Mate in 1	9	26. ... Nxe4 27. Rxg6#
32869	1563	45.05	51107	69	3	Decoy / Deflection,Desperado,Fork / Double Attack,Queen Sacrifice,Remove the Defender,Simplification,Clearance Sacrifice	https://lichess.org/analysis/4r2k/3n3r/2NP2p1/4P3/5QN1/5Pnq/2R5/R5Kn_w_-_-	Desperado	5	51. Rh2 Qxh2+ 52. Nxh2 Ne2+ 53. Kxh1 Nxf4
134425	400	40.0	4154	67	1	Mate in 1	https://lichess.org/analysis/r3kbRQ/4pq2/2p2n2/1p1pNp2/pP1PbP1P/P1P5/4P3/R1B1K3_b_Qq_-	Mate in 1	9	31. ... Qe6 32. Rxf8#
429305	1509	45.18	54807	60	2	Discovered Attack,Pin,Zwischenzug	https://lichess.org/analysis/r1b2rk1/ppp1nppp/3p1q2/P3n3/1PBBP3/2P5/5PPP/RN1Q1RK1_b_-_-	Zwischenzug	5	12. ... N7c6 13. f4 Nxd4 14. fxe5
135023	402	40.15	3934	12	1	Mate in 1	https://lichess.org/analysis/1B4k1/2p4p/1p4p1/1qbPp3/4P3/8/P1Q3PP/6K1_w_-_-	Mate in 1	9	34. Kh1 Qf1#
59606	410	40.0	17251	40	2	Mate in 2	https://lichess.org/analysis/3r3r/1ppkNpp1/p4np1/4R3/8/P4P2/1PP2KPP/R7_b_-_-	Mate in 2	9	26. ... Rde8 27. Rd1+ Nd5 28. Rdxd5#
90290	1204	45.54	66325	56	3	Basic Checkmates,Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/5q2/2k2p2/1pp5/p5pQ/P1P1PpP1/3Rb3/8/3K4_b_-_-	Basic Checkmates	2	38. ... Qb4 39. Qxf7+ Kc8 40. Qe8+ Kb7 41. Rd7+
44653	590	42.91	40519	33	1	Hanging Piece	https://lichess.org/analysis/6Q1/1ppk4/4p3/1b1pP2p/8/P1N2P1P/KPP5/7q_b_-_-	Hanging Piece	16	31. ... Qxf3 32. Nxb5
84190	1094	45.27	64672	72	4	Defense,Mate in 3+,Mating Net,Remove the Defender	https://lichess.org/analysis/r3qrk1/ppp2p1p/2np1npQ/4p1N1/4P1b1/2NP2P1/PPP2PBP/R3K2R_b_KQ_-	Defense	1	11. ... Nd4 12. Nd5 Nxc2+ 13. Kd2 Nxa1 14. Nxf6+ Kh8 15. Qxh7#
35653	1975	44.78	31889	101	5	Mating Net,Pin,Trapped Piece,Vulnerable King	https://lichess.org/analysis/rnbqk2r/ppppb1pp/3n1p2/8/2B3Q1/5N2/PPP2PPP/RNB1R1K1_b_kq_-	Trapped Piece	4	8. ... Nxc4 9. Qxg7 Rf8 10. Bh6 Ne5 11. Nxe5 fxe5 12. Rxe5 d6 13. Qxf8+
35831	1209	45.39	60189	38	3	Attacking Castled King,Basic Checkmates,Discovered Attack,Mate in 3+,Vulnerable King,Windmill	https://lichess.org/analysis/4Q2k/p5p1/7p/6q1/5n2/1B5P/P1Pr1PP1/5RK1_b_-_-	Windmill	2	33. ... Kh7 34. Bg8+ Kh8 35. Bf7+ Kh7 36. Qg8#
95041	798	42.87	49794	29	2	Mate in 2,Pin	https://lichess.org/analysis/3rk2r/p3n1p1/2R1QpPp/2B1p3/q3P3/2P2KP1/7P/7R_b_k_-	Pin	14	26. ... Rd7 27. Rc8+ Rd8 28. Qxe7#
86866	413	40.15	7090	31	2	Mate in 2	https://lichess.org/analysis/5rk1/1qb2p2/n1p1bB1p/6NB/p2PP3/P7/6PP/2Q2RK1_b_-_-	Mate in 2	8	31. ... hxg5 32. Qxg5+ Kh7 33. Qg7#
46078	400	40.15	5131	11	2	Mate in 2	https://lichess.org/analysis/2r3k1/p2p1ppp/4p3/4P3/3N4/P2b4/5PPP/3R2K1_w_-_-	Mate in 2	9	27. Rxd3 Rc1+ 28. Rd1 Rxd1#
146622	400	40.0	14562	60	4	Mate in 3+	https://lichess.org/analysis/3kr3/6R1/p3qp2/1p6/4p3/PP6/1P5Q/1K6_b_-_-	Mate in 3+	9	41. ... Qb6 42. Qd2+ Kc8 43. Qd7+ Kb8 44. Qxe8+ Qd8 45. Qxd8#
180860	586	40.84	37523	13	1	Mate in 1	https://lichess.org/analysis/3k4/R7/2pK2p1/3p4/6rP/3P4/8/8_b_-_-	Mate in 1	17	37. ... Rxh4 38. Ra8#
167502	408	40.0	11652	28	1	Mate in 1	https://lichess.org/analysis/r2qk2r/3b1p2/p2P2n1/1pp1p1bp/4P1n1/P1N2Q2/B1PB1PP1/R4RK1_b_kq_-	Mate in 1	8	22. ... Bxd2 23. Qxf7#
192316	1144	44.91	61526	47	4	Basic Checkmates,Mate in 3+,Sacrifice	https://lichess.org/analysis/r4rk1/3b1ppp/p2p4/1ppNp2R/4P3/1P1P4/PP3PP1/2KR4_b_-_-	Sacrifice	14	17. ... Bg4 18. Ne7+ Kh8 19. Rxh7+ Kxh7 20. Rh1+ Bh3 21. Rxh3#
162925	422	40.73	13105	59	1	Mate in 1	https://lichess.org/analysis/rn3rk1/5ppp/p1p5/1pb2B2/8/1QN2P2/P2P1q1P/R1B1R2K_w_-_-	Mate in 1	8	17. Bb2 Qxf3#
70660	400	40.0	4234	37	1	Mate in 1	https://lichess.org/analysis/1r1q1rk1/p1p2pp1/8/3p2NQ/1P1b2P1/P2b4/R2B1P1P/5RK1_b_-_-	Mate in 1	9	20. ... Bb5 21. Qh7#
156447	856	43.36	49252	37	2	Mate in 2	https://lichess.org/analysis/2kr3r/p1p3p1/3b4/P1p1p2p/5p2/2PP2Pq/1PQ1RP1P/R1B3K1_w_-_-	Mate in 2	14	21. a6 f3 22. Re4 Qg2#
29466	1554	44.99	228489	121	4	Desperado,Fork / Double Attack	https://lichess.org/analysis/rn2k2r/pp1bqppp/8/1B6/6n1/2N1bN2/PP3PPP/R2QR1K1_w_kq_-	Desperado	11	14. Nd5 Bxf2+ 15. Kh1 Bxe1 16. Nxe7 Nf2+ 17. Kg1 Nxd1
132192	2221	44.85	12158	105	4	Pawn Promotion,Sacrifice	https://lichess.org/analysis/2R3R1/6b1/7p/3p2r1/P3P3/2Nkn3/1P4p1/6K1_w_-_-	Pawn Promotion	4	41. Rc7 Rh5 42. Kf2 Rh1 43. Rgxg7 Rf1+ 44. Kg3 g1=Q+
39331	2474	44.23	9979	70	3	Basic Checkmates,Endgame Tactics,Mate in 3+	https://lichess.org/analysis/8/8/8/7q/1K1N2B1/8/5R2/k7_b_-_-	Basic Checkmates	4	1. ... Qxg4 2. Ka3 Qg3+ 3. Nb3+ Kb1 4. Rb2#
26798	1651	44.94	45113	101	2	Hanging Piece,Pin,X-Ray Attack	https://lichess.org/analysis/r3r1k1/pp2qppp/3b4/2pp4/6n1/P2P1NP1/1PP1NP1P/R2QK2R_w_KQ_-	X-Ray Attack	4	14. Qd2 Qf6 15. O-O Qxf3
40614	2066	45.05	14454	45	1	Hanging Piece	https://lichess.org/analysis/2kr1r2/5p1p/R1b2np1/2N5/1Pp5/4Np2/6PP/5RK1_b_-_-	Hanging Piece	4	27. ... Bb5 28. Rxf6
27334	1001	44.17	57690	57	2	Defense,Discovered Attack	https://lichess.org/analysis/r2q2k1/pbpp1pp1/1pn1rn1p/1Bb1p1B1/4P3/2NP2Q1/PPPN1PPP/R4RK1_w_-_-	Defense	1	11. Bxh6 Nh5 12. Qg4 Rxh6
33255	1025	44.75	63537	68	2	Defense,Hanging Piece	https://lichess.org/analysis/6k1/2p2p1p/2Nb1np1/p7/6P1/7P/6B1/2B1qQK1_b_-_-	Defense	14	46. ... Qg3 47. Qxf6 Qe1+ 48. Qf1
27312	968	45.57	32848	64	2	Attacking f7/f2,Discovered Attack	https://lichess.org/analysis/r1bqkb1r/ppp2ppp/5n2/n2NN3/2B1P3/8/PPPP1PPP/R1BQK2R_b_KQkq_-	Attacking f7/f2	14	6. ... c6 7. Nxf6+ Qxf6 8. Bxf7+
83648	783	43.55	38920	47	1	Hanging Piece	https://lichess.org/analysis/r1b3k1/p3B1b1/1p1p2p1/7n/2N5/1RPq3P/P4PQ1/5RK1_b_-_-	Hanging Piece	6	22. ... Bxh3 23. Qxa8+
46404	418	40.0	9024	23	1	Mate in 1	https://lichess.org/analysis/6k1/pp6/6P1/3b1pQ1/4PR2/1q3K2/4BPP1/8_w_-_-	Mate in 1	9	42. Bd3 Qxd3#
28780	413	40.32	17242	48	2	Mate in 2	https://lichess.org/analysis/r5kr/p5pp/2p5/2b5/5Pb1/8/PPPP3P/RNBK3R_w_-_-	Mate in 2	8	16. Ke1 Re8+ 17. Kf1 Bh3#
59117	925	44.06	54579	60	3	Discovered Attack	https://lichess.org/analysis/r1b1k2r/pppp1ppp/2n5/2q1p3/4P1n1/P1NP1N2/1PP1QPPP/R3KB1R_b_KQkq_-	Discovered Attack	14	8. ... Nd4 9. Nxd4 exd4 10. Qxg4 dxc3 11. Qxg7
84360	408	40.15	6655	42	2	Mate in 2	https://lichess.org/analysis/2rq1rk1/pppn1pp1/2npb3/2bNp1NQ/4P3/3B3P/PPPP1PP1/R1B2RK1_b_-_-	Mate in 2	8	12. ... Re8 13. Qh7+ Kf8 14. Qh8#
152166	431	40.16	6188	48	1	Mate in 1	https://lichess.org/analysis/r1bqk2r/2p2p2/p2bpn2/1p1p4/3P2Bn/P3P2P/1PP1NQPN/R1B2RK1_b_kq_-	Mate in 1	8	16. ... Ne4 17. Qxf7#
84863	1059	45.87	62548	65	4	Fork / Double Attack,Pin	https://lichess.org/analysis/r1bqkb1r/1p1p1ppp/2n1p3/2n5/1B6/P3PN2/2P2PPP/RN1QKB1R_w_KQkq_-	Pin	14	9. Bb5 Nxb4 10. axb4 Rxa1 11. bxc5 Qa5+ 12. Nfd2 Qxb5
44096	1077	45.6	63331	63	3	Mate in 3+,Mating Net	https://lichess.org/analysis/7r/1q4k1/p3p1p1/1p2Pb2/3N2P1/2P3K1/P1P1Q3/5R2_b_-_-	Mating Net	14	31. ... Be4 32. Nxe6+ Kh7 33. Qh2+ Kg8 34. Rf8#
58037	400	40.15	4880	11	1	Mate in 1	https://lichess.org/analysis/r1q4k/p6p/1p1p1QpB/2pP1p2/2P3P1/2P3K1/5P1P/8_b_-_-	Mate in 1	9	29. ... Kg8 30. Qg7#
106876	1096	46.02	64134	34	3	Basic Checkmates,Mate in 3+,Sacrifice	https://lichess.org/analysis/r4r1k/ppq3p1/3p1pBR/4n1Q1/7P/8/PPP3P1/R1K5_b_-_-	Sacrifice	14	29. ... Kg8 30. Rh8+ Kxh8 31. Qh5+ Kg8 32. Qh7#
