tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	tags	fen	tag	cluster	full
439691	1110	45.28	55601	33	4	Basic Checkmates,Queen Sacrifice,Smothered Mate	https://lichess.org/analysis/rnbk3r/pp1p1Bpp/1q6/8/4P1n1/2Q2N2/PB1N2PP/4bR1K_w_-_-	Smothered Mate	15	15. Rxe1 Nf2+ 16. Kg1 Nh3+ 17. Kh1 Qg1+ 18. Nxg1 Nf2#
36371	1187	45.97	65382	28	1	Discovered Attack,Fork / Double Attack,Pawn Promotion,Trapped Piece	https://lichess.org/analysis/rnbqk2r/pppp1ppp/5n2/8/1bB1P3/2p2N2/PP3PPP/RNBQK2R_w_KQkq_-	Trapped Piece	2	6. Qb3 cxb2+
92837	969	44.01	54124	29	1	Mate in 1	https://lichess.org/analysis/5R2/5Qpk/8/p2K1p1p/3P1P1n/4P3/7n/2q5_b_-_-	Mate in 1	14	39. ... Qxe3 40. Qxh5#
71378	1048	44.77	62465	29	1	Hanging Piece	https://lichess.org/analysis/r1bqrk2/pppp1Bpp/8/b7/8/5Q2/PB3PPP/2KR3R_b_-_-	Hanging Piece	14	15. ... Qf6 16. Bxf6
95172	430	41.2	32280	26	1	Hanging Piece	https://lichess.org/analysis/r1bq1rk1/ppp1nppp/1b2p3/n7/2BPP3/P1N1BN2/1P1Q1PPP/R2R2K1_w_-_-	Hanging Piece	17	13. b4 Nxc4
35476	2940	41.62	2495	100	5	Decoy / Deflection,Mate in 3+,Vulnerable King	https://lichess.org/analysis/8/8/pk2p3/7P/1pp4Q/1K1n4/P1B1q3/8_w_-_-	Decoy / Deflection	4	60. Qxc4 Nc5+ 61. Kxb4 Qd2+ 62. Ka3 Qc1+ 63. Kb4 Qb2+ 64. Bb3 a5#
84140	400	40.0	4785	10	1	Mate in 1	https://lichess.org/analysis/r3kbnr/p5p1/2p2p2/1p2P2p/4R3/1Q6/PPP2PPP/RNBq2K1_w_kq_-	Mate in 1	9	15. Re1 Qxe1#
86420	400	40.0	4276	38	3	Mate in 3+	https://lichess.org/analysis/5k2/5p2/7P/p3Q3/2q2P2/Pp6/NPb5/K7_w_-_-	Mate in 3+	9	39. Nc3 Qf1+ 40. Qe1 Qxe1+ 41. Nd1 Qxd1#
144639	890	44.29	62737	41	2	Defense,Hanging Piece	https://lichess.org/analysis/5r1k/p5pp/2R5/1p1BN2b/8/2Q3P1/PP2q2P/7K_w_-_-	Defense	14	30. Nf7+ Bxf7 31. Kg1 Bxd5
36689	2101	45.07	9044	79	2	Hanging Piece	https://lichess.org/analysis/r1b2rk1/5ppp/2p5/p3p3/P1qb4/5Q2/2B2PPP/1RB1R1K1_w_-_-	Hanging Piece	4	25. Ba3 Qxc2 26. Bxf8 Kxf8
38680	2330	44.9	12449	26	2	Decoy / Deflection,Exchange Sacrifice,Pin,Clearance Sacrifice	https://lichess.org/analysis/r3k1r1/ppnq1p1p/2pbpp2/Q2P4/6b1/1B3NB1/PPP2PPP/3RR1K1_b_q_-	Exchange Sacrifice	4	16. ... Nxd5 17. Rxd5 cxd5 18. Ba4
93977	1196	45.22	65960	57	4	Back Rank,Decoy / Deflection,Mate in 3+,Sacrifice	https://lichess.org/analysis/r2qkb1r/ppp5/4p1p1/7Q/3nn3/8/PPP2PPP/RNB2RK1_w_kq_-	Sacrifice	2	12. Qxh8 Ne2+ 13. Kh1 Nxf2+ 14. Rxf2 Qd1+ 15. Rf1 Qxf1#
52058	403	79.6	22623	27	1	Mate in 1	https://lichess.org/analysis/rnb2rk1/ppq2pbp/6p1/1Bpp2N1/6n1/1P1P3Q/PBP2PPP/RN3RK1_b_-_-	Mate in 1	9	13. ... Nxf2 14. Qxh7#
42632	932	44.6	51263	54	1	Fork / Double Attack	https://lichess.org/analysis/r3r3/pp3p1k/3p2pp/2pP1b1n/1nP5/2b1BBPq/PP1Q1P1P/2R1R1K1_w_-_-	Fork / Double Attack	1	19. bxc3 Nd3
189216	427	40.0	5052	45	1	Mate in 1	https://lichess.org/analysis/Qn3rk1/p4ppp/2p1pn2/6q1/1bPp3P/N2PPb2/PP2KP2/2R2B1R_w_-_-	Mate in 1	8	16. Kxf3 Qg4#
27050	1069	45.35	64639	73	2	Discovered Attack	https://lichess.org/analysis/r5k1/2p1rppp/p2q4/P2pNb2/1P1Pn3/2PQP3/4NPPP/R3R1K1_w_-_-	Discovered Attack	14	19. Ng3 Nxg3 20. e4 Nxe4
32720	2273	44.72	18188	93	2	Fork / Double Attack,Simplification	https://lichess.org/analysis/4r1k1/4p3/p1Pp3p/3P2p1/1r2Pb2/PB1KB2q/2QN2n1/3N1R2_w_-_-	Simplification	4	33. Rf3 Ne1+ 34. Ke2 Nxf3
47959	400	40.19	4839	21	1	Mate in 1	https://lichess.org/analysis/r2q1rk1/2p1nppp/p7/1p1pP3/2nP2P1/P2Q1N1P/1PB2P2/R4RK1_b_-_-	Mate in 1	9	18. ... Nxb2 19. Qxh7#
129633	1981	45.01	31336	66	3	Endgame Tactics,Fork / Double Attack,Mating Net,Pin	https://lichess.org/analysis/8/8/5k2/1p1pRn1K/1P1P4/2Pb1P2/8/8_w_-_-	Endgame Tactics	4	49. Rxd5 Be2 50. Kg4 Ne3+ 51. Kh4 Nxd5
30280	866	43.81	54431	30	1	Hanging Piece,Pin	https://lichess.org/analysis/r2qr1k1/ppp2pp1/2n2n1p/5Q1b/2BP2P1/P1P2N1P/1B3P2/R4K1R_b_-_g3	Pin	14	16. ... Bg6 17. Qxg6
26950	400	40.0	4386	18	1	Hanging Piece	https://lichess.org/analysis/r4rk1/p4pp1/2np1q1p/1pp1p3/4P3/3P1B1P/PPPQ1PP1/2KR3R_w_-_b6	Hanging Piece	9	15. g4 Qxf3
159111	1486	45.49	61654	42	3	Desperado,Simplification,Zwischenzug	https://lichess.org/analysis/r2q1rk1/1p2bpp1/p1np1nbp/2p1p3/2P1P1PN/2NPB2P/PP2BP2/R2Q1RK1_b_-_-	Desperado	13	13. ... Nxg4 14. Nxg6 Nxe3 15. Nxe7+ Qxe7 16. fxe3
191920	593	40.58	29164	74	2	Mate in 2	https://lichess.org/analysis/3rkb1r/1pN2ppp/p4n2/4p3/4P3/1P1Q1P1q/P2PBP1P/n1B2RK1_b_k_-	Mate in 2	8	18. ... Ke7 19. Ba3+ Rd6 20. Qxd6#
183373	983	44.14	55410	38	1	Hanging Piece,Mating Net,Vulnerable King	https://lichess.org/analysis/2kr3r/5R1p/1N2p3/p7/3P4/2n3P1/7P/R5K1_b_-_-	Vulnerable King	16	29. ... Kb8 30. Rxa5
160856	400	40.0	10996	45	3	Mate in 3+	https://lichess.org/analysis/6k1/pB6/8/5ppN/8/1P2P1PK/P4P2/1r2n3_w_-_-	Mate in 3+	8	33. Bc8 g4+ 34. Kh2 Nf3+ 35. Kg2 Rg1#
47243	714	41.58	46316	19	1	Skewer	https://lichess.org/analysis/r3kR2/pp2q2p/2p1p1p1/4Q3/3P4/7P/PPP3P1/R5K1_b_q_-	Skewer	14	18. ... Kxf8 19. Qh8+
96489	867	48.75	48675	52	2	Mate in 2	https://lichess.org/analysis/r6r/pQ4Bp/5kp1/4pp2/3q2b1/6K1/PPP3PP/R6R_b_-_-	Mate in 2	16	19. ... Kg5 20. Qe7+ Kh5 21. Qh4#
56760	3139	41.86	2071	58	6	Endgame Tactics,Skewer,Trapped Piece,Zugzwang	https://lichess.org/analysis/2k1q3/4pQp1/Ppp1p3/4PP2/B7/4K3/5R2/8_b_-_-	Zugzwang	4	1. ... Qxf7 2. a7 Kb7 3. Ra2 Kxa7 4. fxe6 Qf8 5. Bxc6+ Kb8 6. Ra8+ Kc7 7. Rxf8
91907	849	43.99	51264	36	2	Discovered Attack	https://lichess.org/analysis/r2q1r1k/5pp1/p1p1bn1p/1pbp4/4PN2/P2B1PQP/1PP3P1/R1B2R1K_b_-_-	Discovered Attack	16	19. ... Qc7 20. Ng6+ fxg6 21. Qxc7
52767	1086	45.1	56800	67	2	Hanging Piece	https://lichess.org/analysis/r2q1r1k/p1p1Nppp/8/1pQ1P3/2n1b3/2P2N2/PP3KPP/R2R4_b_-_-	Hanging Piece	14	16. ... Nd6 17. exd6 cxd6 18. Qxd6
38880	1574	44.95	47563	58	2	Defense,Mating Net,Zwischenzug	https://lichess.org/analysis/2qrr3/p3n3/1p2pkp1/5p2/2Pp3Q/2BBR3/PP3PPK/3R4_b_-_-	Zwischenzug	4	27. ... g5 28. Bxd4+ Rxd4 29. Qxd4+
35568	1095	45.51	66034	32	2	Fork / Double Attack	https://lichess.org/analysis/rn1k1b1r/p1q3pp/3N4/2NnP3/1p4Q1/1P1P4/P1P3PP/R3K2R_b_KQ_-	Fork / Double Attack	2	20. ... Qxc5 21. Nb7+ Kc7 22. Nxc5
136640	614	41.89	37676	27	2	Skewer	https://lichess.org/analysis/rnbq1b1r/pppp2pp/3k4/5Q2/8/2P1B3/P1P2PPP/R3K2R_b_KQ_-	Skewer	18	11. ... Ke7 12. Bg5+ Ke8 13. Bxd8
43050	988	44.64	47709	63	1	Defense,Simplification	https://lichess.org/analysis/r1b1kb1r/pppp1ppp/5q2/3PN3/8/1P6/P1P2QPP/RN2KB1R_b_KQkq_-	Simplification	16	10. ... Bd6 11. Qxf6
73512	1484	45.09	59888	158	3	Decoy / Deflection,Exchange Sacrifice,Overloading,Pin	https://lichess.org/analysis/r4rk1/p5bp/2q1b1p1/5pBn/N2p4/1P1B1R1P/P1PQ2P1/4R2K_b_-_-	Exchange Sacrifice	2	20. ... Nf6 21. Rxe6 Qxe6 22. Bc4 Nd5 23. Qa5
30464	1970	44.95	31886	61	2	Defense,Desperado,Pin,Simplification,Zwischenzug	https://lichess.org/analysis/r1b1qrk1/pp5p/1B1p2p1/4p3/2P2N1Q/1PN5/P5PP/2R1K2R_b_K_-	Desperado	4	20. ... Rxf4 21. Qd8 Qxd8 22. Bxd8
41415	1901	44.99	26383	70	4	Attacking Castled King,Mate in 3+,Mating Net,Vulnerable King,Zwischenzug	https://lichess.org/analysis/6k1/p3r1pp/1pBRb3/1PpNPp2/5P2/6P1/Pn5P/6K1_b_-_-	Attacking Castled King	4	32. ... Bxd5 33. Rd8+ Kf7 34. Bxd5+ Kg6 35. Rd6+ Kh5 36. Bf3#
143339	775	44.48	45794	37	1	Fork / Double Attack	https://lichess.org/analysis/8/r3pk1p/P1p3r1/1p3p2/1PbPpPqb/4P1P1/3B1QKR/R3N3_w_-_-	Fork / Double Attack	16	34. Nc2 Bxg3
49393	400	40.15	3837	14	1	Mate in 1	https://lichess.org/analysis/5Q2/pp6/5p1r/4pkpp/4R3/8/1PP2PPP/1q2B1K1_w_-_-	Mate in 1	9	30. Rb4 Qxe1#
113442	1878	44.87	41936	51	1	Attacking Castled King,Interference,Mate in 3+,Mating Net,Overloading,Vulnerable King	https://lichess.org/analysis/2k3r1/Bpp1bpr1/3p1n2/3Pn3/Q1P1p2p/2N4q/PP2BR1N/R6K_w_-_-	Interference	4	21. Bd4 Rg2
65366	956	44.97	61377	87	4	Remove the Defender,Simplification	https://lichess.org/analysis/5kr1/2n1r3/1R1Qp3/7p/3P2qP/2P1P1P1/5P2/1R4K1_b_-_-	Simplification	14	29. ... Qxh4 30. Rb8+ Ne8 31. Rxe8+ Kxe8 32. Rb8+ Kf7 33. Rxg8
175060	409	40.18	12993	18	1	Mate in 1	https://lichess.org/analysis/r4rk1/4pp1p/3pb1p1/p7/P1P1P1P1/R1P2P1q/2Q2R1b/2N4K_w_-_-	Mate in 1	8	28. Rxh2 Qf1#
133890	1430	45.49	63002	37	1	Mate in 2,Mate in 3+,Mating Net	https://lichess.org/analysis/1r6/6R1/1p5p/p2Pp1kP/P2nPpP1/8/1R3K2/8_b_-_-	Mating Net	2	49. ... Kh4 50. Rb1
190199	2150	44.7	12768	43	2	Pin	https://lichess.org/analysis/r6k/p1pq1p1p/2p4b/3p1Pr1/7Q/1P1PPR1P/P1P5/R4N1K_b_-_-	Pin	4	22. ... Rxf5 23. Qg4 Rxf3 24. Qxd7
56670	1110	45.65	63775	60	2	Fork / Double Attack,Remove the Defender	https://lichess.org/analysis/r2qkb1r/1p1n1ppp/p3pn2/2p1N3/Q1BP2b1/2P5/PP4PP/RNB2RK1_w_kq_-	Remove the Defender	14	10. dxc5 Bxc5+ 11. Kh1 b5
138719	2298	44.69	21406	170	4	Mate in 3+,Mating Net,Vulnerable King,Clearance Sacrifice	https://lichess.org/analysis/5rk1/p4pb1/2Qp3p/4P3/2b3pP/4KP1N/P3r1P1/R2N3R_w_-_-	Clearance Sacrifice	4	27. Kf4 Bxe5+ 28. Kxg4 f5+ 29. Kh5 Bf7+ 30. Kxh6 Rxg2
153060	411	40.3	6030	48	2	Mate in 2	https://lichess.org/analysis/3rk3/1p6/p2p2pQ/2pR1p1p/2P1q2P/4P1P1/PP6/1K6_w_-_-	Mate in 2	9	31. Ka1 Qh1+ 32. Rd1 Qxd1#
97703	1231	45.52	63909	30	1	Hanging Piece	https://lichess.org/analysis/r1b1kb2/1p1p1pp1/7n/p1p1Q3/2B1P3/N2PKN2/P4PPP/q7_b_q_-	Hanging Piece	14	14. ... Be7 15. Qxa1
45992	1093	45.91	59918	42	1	Discovered Attack,Fork / Double Attack,Remove the Defender	https://lichess.org/analysis/r3k2r/pp1bppbp/2np2p1/q2N4/2QNn3/4B3/PPP2PPP/2KR1B1R_b_kq_-	Discovered Attack	14	12. ... O-O 13. Nxc6
82981	400	40.15	3871	18	2	Mate in 2	https://lichess.org/analysis/2r3k1/3r1pp1/p4n1p/1pPp4/5P2/P1PBR3/5P1P/4R1K1_b_-_-	Mate in 2	9	26. ... Rxc5 27. Re8+ Nxe8 28. Rxe8#
38542	1951	44.97	30646	46	2	Mate in 3+,Mating Net,Vulnerable King	https://lichess.org/analysis/2bqr1r1/pp3p2/2p4k/2p3Rp/1P2PP1P/5Q1P/PB2R2K/8_b_-_-	Vulnerable King	4	38. ... Rxg5 39. hxg5+ Kg6 40. f5+
38564	2756	42.9	3948	59	4	Endgame Tactics	https://lichess.org/analysis/r5k1/5p1p/6pb/3Pp3/p7/6P1/2nN1PBP/R5K1_w_-_-	Endgame Tactics	4	29. Rc1 Nd4 30. Rd1 Ne2+ 31. Kf1 Nc3 32. Ke1 Nxd1
415269	960	44.8	58291	52	6	Endgame Tactics,Pawn Promotion,Zugzwang	https://lichess.org/analysis/8/8/5K1p/5p2/5Pk1/6P1/8/8_w_-_-	Zugzwang	18	1. Kg6 h5 2. Kf6 Kxg3 3. Kxf5 h4 4. Kg5 h3 5. f5 h2 6. f6 h1=Q
183781	400	40.0	4155	18	1	Mate in 1	https://lichess.org/analysis/5rk1/5p2/b4n1p/1q1pp1p1/6P1/QB3P1N/3P3P/4K2R_w_-_-	Mate in 1	9	24. Nf2 Qe2#
27698	1269	45.91	66749	61	3	Endgame Tactics	https://lichess.org/analysis/2R5/8/8/4K3/8/1p6/2k5/8_b_-_-	Endgame Tactics	2	71. ... Kb1 72. Kd4 b2 73. Kc3 Ka2 74. Ra8+
152243	566	73.22	29678	117	4	Mate in 3+	https://lichess.org/analysis/r2q2k1/pp2br1N/3p1npB/2p5/4P3/2N3Q1/PPP4P/R3K1R1_b_Q_-	Mate in 3+	8	20. ... Rxh7 21. Qxg6+ Kh8 22. Bg7+ Kg8 23. Bxf6+ Kf8 24. Qg8#
88880	407	40.15	7212	47	1	Mate in 1	https://lichess.org/analysis/3r1rk1/1pp2ppp/p1b1p3/4Pn2/2PP1Pq1/3BB2R/P2Q2PP/5RK1_w_-_-	Mate in 1	8	22. Be2 Qxg2#
42198	2180	44.98	17747	64	4	Decoy / Deflection,Fork / Double Attack	https://lichess.org/analysis/r5k1/r1p2pp1/1p2p2p/nP1qN3/3P4/2PQ4/5PPP/R4RK1_b_-_-	Decoy / Deflection	4	21. ... Nb3 22. Rxa7 Rxa7 23. Nc6 Ra4 24. Ne7+ Kf8 25. Nxd5
91315	679	41.47	40248	22	1	Mate in 1	https://lichess.org/analysis/7k/6r1/p7/1p2Q2p/2p1p3/2P4q/PP3P2/4RK2_w_-_-	Mate in 1	17	39. Ke2 Qd3#
48350	2073	44.9	33389	165	7	Basic Checkmates,Decoy / Deflection,Defense,Endgame Tactics,Interference,Mating Net,Pawn Promotion,Underpromotion	https://lichess.org/analysis/8/2K2B2/k2P4/4p3/1p6/2p3p1/P4R2/8_b_-_-	Underpromotion	4	1. ... gxf2 2. Bc4+ Ka7 3. d7 f1=Q 4. Bxf1 c2 5. d8=N c1=Q+ 6. Nc6+ Ka8 7. Ba6 Qxc6+ 8. Kxc6
148573	442	40.47	19267	24	1	Endgame Tactics	https://lichess.org/analysis/8/8/RbK3k1/8/7p/2P5/1r6/8_w_-_-	Endgame Tactics	17	42. Rxb6 Rxb6+
192389	639	43.32	24385	57	3	Mate in 3+	https://lichess.org/analysis/r1bqkb1r/pppp2p1/5p1p/4N3/2B1P3/2N5/PPP2PPP/R2QK2R_b_KQkq_-	Mate in 3+	8	10. ... fxe5 11. Qh5+ g6 12. Qxg6+ Ke7 13. Nd5#
189578	1013	45.27	62469	51	2	Trapped Piece	https://lichess.org/analysis/r1q2rk1/pp2bppp/3p1n2/4p3/2B1P1b1/2N1B1Q1/PPP2PPP/R4RK1_w_-_-	Trapped Piece	5	13. b3 Nh5 14. Qxg4 Qxg4
53600	422	40.0	4343	13	1	Mate in 1	https://lichess.org/analysis/r2q1rk1/ppp1nppp/8/3npbNQ/1bB5/2NP4/PPP2PPP/R1B2K1R_b_-_-	Mate in 1	9	10. ... g6 11. Qxh7#
116374	400	40.18	9757	31	1	Mate in 1	https://lichess.org/analysis/2kr2nr/ppp2ppp/4p3/2b5/2P4P/5qP1/PP1PRP2/RNBQ1K2_w_-_-	Mate in 1	9	16. Qe1 Qh1#
53813	818	44.74	41173	65	1	Defense	https://lichess.org/analysis/3r4/pp3kpp/8/8/1Q1nqBb1/P3P2P/1PP3P1/2K1R3_w_-_-	Defense	7	25. Qc4+ Be6
75666	418	40.15	4089	35	1	Mate in 1	https://lichess.org/analysis/8/1R1Q1nkp/p7/2p2Pp1/2b3PK/r6P/8/8_w_-_-	Mate in 1	9	43. Kh5 Rxh3#
271015	833	43.04	43672	56	2	Hanging Piece,Pin	https://lichess.org/analysis/r2q1rk1/1p4pp/1ppp1p2/2n1pP2/1P2P3/3P2QP/PP4P1/R1B2RK1_b_-_-	Pin	18	17. ... Nb3 18. Bh6 Qd7 19. axb3
91101	400	40.0	6778	30	2	Mate in 2	https://lichess.org/analysis/4r1k1/1ppb1p1p/p2p3B/3P4/2q5/2P5/P2Q2BP/2K3R1_b_-_-	Mate in 2	8	26. ... Qc5 27. Qg5+ Kh8 28. Qg7#
166101	906	43.77	59151	27	2	Back Rank,Mate in 2,Queen Sacrifice	https://lichess.org/analysis/k4r1N/p1p1b1pQ/b4q2/8/8/4n3/P1R2PPP/4R1K1_w_-_-	Queen Sacrifice	14	24. fxe3 Qf1+ 25. Rxf1 Rxf1#
32726	1153	45.94	66647	26	3	Decoy / Deflection,Fork / Double Attack,Zwischenzug	https://lichess.org/analysis/2r5/4kp2/3bp3/1q6/1n6/4BPPN/P2QK2P/2R5_w_-_-	Zwischenzug	2	26. Kf2 Rxc1 27. Qxc1 Nd3+ 28. Kg1 Nxc1
37076	2728	42.86	3034	69	3	Endgame Tactics,Hanging Piece,Pawn Promotion	https://lichess.org/analysis/8/8/5p2/P2P1b2/5Bkp/1P4p1/2PK4/8_w_-_-	Pawn Promotion	4	60. a6 Kxf4 61. a7 g2 62. a8=Q g1=Q
49861	565	40.71	31517	36	2	Discovered Attack,Fork / Double Attack	https://lichess.org/analysis/7r/3k4/p2p1p1b/B1p1pP2/2P1P3/1P4Pp/P5K1/3R4_w_-_-	Discovered Attack	17	34. Kxh3 Bd2+ 35. Kg2 Bxa5
134848	2453	43.38	8203	92	2	Defense,Desperado,Simplification,Skewer,Trapped Piece,Zwischenzug	https://lichess.org/analysis/rn1qkbnr/p1pbpppp/1p1P4/8/8/1Q6/PP1PPPBP/RNB1K1NR_b_KQkq_-	Desperado	4	6. ... Be6 7. dxc7 Qxc7 8. Qc3
46171	1581	44.99	57861	63	1	Attacking Castled King,Mate in 3+,Mating Net	https://lichess.org/analysis/r3r1k1/1bq3b1/p2n2pp/2p2p2/P2p1P2/2N5/1PPQNBPP/R4RK1_w_-_-	Attacking Castled King	5	24. Nd1 Qc6
173690	606	44.09	34387	36	2	Mate in 2,Mate in 3+	https://lichess.org/analysis/4brk1/1Np1qp1p/2n1pb2/6p1/p2P2PN/P1PB4/1P1Q1PK1/4R3_b_-_-	Mate in 3+	16	1. ... gxh4 2. Qh6 Bg5 3. Qxh7#
117891	1189	45.79	65462	23	2	Decoy / Deflection,Mate in 2,Sacrifice	https://lichess.org/analysis/2k4r/pb6/1pp1N3/2b5/P5n1/2NB2q1/1PPQ1PP1/R5K1_w_-_-	Sacrifice	2	23. Nxc5 Rh1+ 24. Kxh1 Qh2#
56184	995	44.21	57320	41	3	Mate in 3+	https://lichess.org/analysis/r1r3k1/5ppp/5b2/7P/1p1pPQ2/pPq2PN1/P1P4R/1K1R4_w_-_-	Mate in 3+	14	28. Qc1 d3 29. e5 Bxe5 30. Rxd3 Qa1#
39422	1115	44.6	59858	44	2	Trapped Piece	https://lichess.org/analysis/r1bqkb1r/p4ppp/1pn1pn2/2pp4/3PP3/2PBBP2/PP2N1PP/RN1QK2R_w_KQkq_-	Trapped Piece	1	8. Qc2 c4 9. Bxc4 dxc4
46111	403	40.42	4456	84	2	Mate in 2	https://lichess.org/analysis/1nbq1r2/r1p2pk1/1p2p1Nb/pPP4Q/3PB3/P1N5/5PPP/R3R1K1_b_-_-	Mate in 2	9	22. ... fxg6 23. Qxg6+ Kh8 24. Qh7#
33953	2296	43.84	8398	71	2	Fork / Double Attack,Hanging Piece,Mate in 2,Mating Net	https://lichess.org/analysis/6k1/5p2/p5p1/1n2b1Qp/1R5P/5BPK/q7/3r4_w_-_-	Mating Net	4	52. Bxd1 Qd5 53. Rb1 Qh1#
37670	1150	45.37	62308	49	2	Skewer,X-Ray Attack	https://lichess.org/analysis/3rkb1r/pp3ppp/1qp1pn2/8/3P2b1/3Q2P1/PPPB1PBP/1R2K1NR_w_Kk_-	X-Ray Attack	1	12. c3 Bf5 13. Qc4 Bxb1
56301	400	40.0	4220	44	1	Mate in 1	https://lichess.org/analysis/r1b3k1/pp5p/4p1p1/1Nppbr2/5q2/1BP4P/PP3PP1/R3QRK1_w_-_-	Mate in 1	9	19. Qe3 Qh2#
54348	894	49.92	50948	43	1	Hanging Piece	https://lichess.org/analysis/3Bk2r/ppp2qpp/2n1b3/2b5/4p3/3B1N2/PPP3PP/R2Q3K_w_k_-	Hanging Piece	15	18. Bxe4 Nxd8
56225	409	40.0	4220	20	1	Mate in 1	https://lichess.org/analysis/8/p4rk1/1p6/6qp/2p3p1/2P5/PP2RPQP/5K2_w_-_-	Mate in 1	9	34. Ke1 Qc1#
192641	947	44.14	59896	32	2	Basic Checkmates,Decoy / Deflection,Fork / Double Attack,Mate in 2,Pin	https://lichess.org/analysis/r4rk1/1b1p1pp1/p1q5/7Q/3B1n2/2Pp3P/PP1N1RP1/R5K1_w_-_-	Basic Checkmates	14	25. Qg5 Nxh3+ 26. gxh3 Qh1#
40692	917	44.73	61276	73	4	Decoy / Deflection,Exchange Sacrifice,Fork / Double Attack	https://lichess.org/analysis/2r1r3/1p1qB2k/1Q1p3p/PP3p2/2b2P2/4R2P/3R2P1/6K1_b_-_-	Exchange Sacrifice	1	34. ... Rxe7 35. Rxd6 Qxd6 36. Qxd6 Rxe3 37. Qd7+ Kg6 38. Qxc8
33642	2201	45.0	18221	100	5	Back Rank,Decoy / Deflection,Exchange Sacrifice,Fork / Double Attack,Remove the Defender	https://lichess.org/analysis/r1q1r1k1/3b1pbp/3p2p1/1N1P4/n3n3/1Q2BB2/5PPP/1R1NR1K1_w_-_-	Exchange Sacrifice	4	25. Na7 Rxa7 26. Bxa7 Nd2 27. Rxe8+ Qxe8 28. Qb8 Nxb1 29. Qxe8+ Bxe8
71003	437	40.61	8522	34	1	Mate in 1	https://lichess.org/analysis/r4rk1/1bp2p1p/1p4N1/pP1P2qn/P1B2n2/2PP3P/3Q1PP1/RN2R1K1_w_-_-	Mate in 1	8	19. Re3 Qxg2#
100008	407	40.0	23845	18	1	Mate in 1	https://lichess.org/analysis/6k1/2q1rp1Q/ppp3p1/6N1/2P5/1P5P/P3r1P1/5RK1_b_-_-	Mate in 1	17	31. ... Kf8 32. Qh8#
122182	414	40.0	4445	25	1	Mate in 1	https://lichess.org/analysis/6k1/ppp2p1p/6p1/8/1PPQ4/7b/P1q2B1P/4r1KR_w_-_-	Mate in 1	9	30. Bxe1 Qg2#
125161	1060	45.4	58036	45	1	Mate in 2,Mating Net	https://lichess.org/analysis/r1b2r1k/1p1p1Bp1/pq3N1p/4PR1Q/8/4P3/PP1n2PP/4R1K1_b_-_-	Mating Net	14	20. ... Qxb2 21. Qg6
161602	401	40.0	6975	45	2	Mate in 2	https://lichess.org/analysis/r3r3/1p3k1p/p1bQ1pp1/P5q1/3BP2P/2P3P1/1P3P2/R3R1K1_b_-_h3	Mate in 2	8	29. ... Qg4 30. Qxf6+ Kg8 31. Qg7#
158860	405	40.0	4593	19	1	Mate in 1	https://lichess.org/analysis/rnbqk2r/pp5p/2p2p2/2bBp2Q/4N3/P2P2P1/1PP2P1P/R3K1NR_b_KQkq_-	Mate in 1	8	11. ... Ke7 12. Qf7#
28252	947	44.02	53528	35	1	Trapped Piece	https://lichess.org/analysis/8/p1p2ppp/2pk4/4p3/4P3/1PP2PPP/P3K3/1N4b1_b_-_-	Trapped Piece	12	35. ... Bh2 36. Kf2
35955	1573	44.97	51621	59	3	Decoy / Deflection,Fork / Double Attack,Simplification	https://lichess.org/analysis/3r3k/ppp1brp1/8/3N3p/4P3/5PR1/PPn2B1P/2R3K1_b_-_-	Simplification	5	28. ... Nb4 29. Nxe7 Rxe7 30. Bc5 Red7 31. Bxb4
34301	3157	41.64	1669	67	7	Endgame Tactics	https://lichess.org/analysis/6k1/1p4bp/pN1p2q1/P1pP3n/4rn1B/R7/1PQ3PP/5RK1_w_-_-	Endgame Tactics	4	30. Raf3 Ne2+ 31. Kh1 Nd4 32. Qf2 Nxf3 33. gxf3 Bd4 34. Rg1 Bxf2 35. Rxg6+ hxg6 36. fxe4 Bxh4
55476	689	42.67	44341	37	2	Defense	https://lichess.org/analysis/7k/ppp2p1p/2pb4/4p1Nr/1P2r2P/P5P1/2P2P1K/R4R2_b_-_-	Defense	15	20. ... Rhxh4+ 21. gxh4 Rxh4+ 22. Kg3
52972	433	40.85	29310	30	2	Mate in 2	https://lichess.org/analysis/2r3k1/6pp/p3rp2/1p1n4/1P1q4/P5Q1/1R1P1PPP/4R1K1_w_-_-	Mate in 2	7	23. Rxe6 Rc1+ 24. Re1 Rxe1#
78449	405	40.59	7606	22	1	Mate in 1	https://lichess.org/analysis/r2kR3/pR3ppp/5n2/3q4/1Q6/P2P3P/5PPN/6K1_b_-_-	Mate in 1	9	27. ... Kxe8 28. Qe7#
166608	410	40.15	10198	21	1	Mate in 1	https://lichess.org/analysis/4k2Q/pb1pr3/1p4p1/8/1q2P3/3P3N/P1r2PPP/K2R3R_b_-_-	Mate in 1	8	24. ... Kf7 25. Ng5#
155160	1059	46.53	62051	76	2	Exchange Sacrifice,Simplification	https://lichess.org/analysis/r1bqk1nr/ppp2ppp/2N1p3/8/Q1pPP3/2P5/P4PPP/R1B1KB1R_b_KQkq_-	Exchange Sacrifice	14	9. ... Bd7 10. Nxd8 Bxa4 11. Nxb7
